Case-Fun (O),Case-Syn (O),Control-Fun (O),Control-Syn (O),Control-Fun (E),Control-Syn (E),Control-Fun (O-E),Control-Syn (O-E),Ratio-Case,Ratio-Control,P-Value
678,368,1290,705,1356,736,-66,-31,1.84239130434783,1.82978723404255,0.931536651534614
647,257,1237,612,1294,514,-57,98,2.51750972762646,2.02124183006536,0.0128400216476217
652,316,1236,644,1304,632,-68,12,2.06329113924051,1.91925465838509,0.388448135950382
564,322,1168,652,1128,644,40,8,1.75155279503106,1.79141104294479,0.791911086502601
565,367,1232,722,1130,734,102,-12,1.53950953678474,1.70637119113573,0.20896066831798
637,306,1239,702,1274,612,-35,90,2.08169934640523,1.76495726495727,0.0488297368091038
593,270,1264,558,1186,540,78,18,2.1962962962963,2.26523297491039,0.729437957811252
579,340,1225,728,1158,680,67,48,1.70294117647059,1.68269230769231,0.88513113054258
629,299,1253,692,1258,598,-5,94,2.10367892976589,1.8106936416185,0.0757086018976526
605,337,1265,690,1210,674,55,16,1.79525222551929,1.83333333333333,0.800004999572883
690,343,1295,669,1380,686,-85,-17,2.01166180758018,1.93572496263079,0.636330140435255
655,296,1333,627,1310,592,23,35,2.21283783783784,2.12599681020734,0.637927035681509
660,296,1227,685,1320,592,-93,93,2.22972972972973,1.79124087591241,0.00933963033116873
664,291,1280,691,1328,582,-48,109,2.28178694158076,1.85238784370478,0.0133412796762039
610,328,1357,681,1220,656,137,25,1.85975609756098,1.99265785609398,0.406364795817323
629,261,1183,643,1258,522,-75,121,2.40996168582375,1.8398133748056,0.00211247947292466
554,297,1191,703,1108,594,83,109,1.86531986531987,1.69416785206259,0.263434097906412
570,340,1205,669,1140,680,65,-11,1.67647058823529,1.80119581464873,0.392224238185714
616,337,1265,669,1232,674,33,-5,1.82789317507418,1.89088191330344,0.683021562047305
639,325,1263,644,1278,650,-15,-6,1.96615384615385,1.9611801242236,0.975824275324293
621,294,1245,672,1242,588,3,84,2.11224489795918,1.85267857142857,0.123862176071707
651,400,1281,684,1302,800,-21,-116,1.6275,1.87280701754386,0.0768866130796554
603,356,1216,688,1206,712,10,-24,1.6938202247191,1.76744186046512,0.604586236078663
629,321,1252,623,1258,642,-6,-19,1.9595015576324,2.00963081861958,0.764580906169522
649,312,1251,744,1298,624,-47,120,2.08012820512821,1.68145161290323,0.0100117883240807
667,337,1275,681,1334,674,-59,7,1.97922848664688,1.87224669603524,0.497407957899716
601,333,1234,616,1202,666,32,-50,1.8048048048048,2.00324675324675,0.216447653965349
647,301,1342,625,1294,602,48,23,2.14950166112957,2.1472,0.989934939847844
638,334,1253,618,1276,668,-23,-50,1.91017964071856,2.02750809061489,0.475882039609802
639,365,1341,704,1278,730,63,-26,1.75068493150685,1.90482954545455,0.29477505901274
620,314,1229,675,1240,628,-11,47,1.97452229299363,1.82074074074074,0.334908652292187
607,317,1336,697,1214,634,122,63,1.91482649842271,1.9167862266858,0.990234960492841
624,324,1281,629,1248,648,33,-19,1.92592592592593,2.03656597774245,0.506579072600096
604,294,1244,641,1208,588,36,53,2.05442176870748,1.94071762870515,0.508146711989629
703,342,1292,645,1406,684,-114,-39,2.05555555555556,2.0031007751938,0.751518225415672
638,360,1315,729,1276,720,39,9,1.77222222222222,1.80384087791495,0.826133076992231
650,366,1269,680,1300,732,-31,-52,1.77595628415301,1.86617647058824,0.540002096094508
593,345,1194,679,1186,690,8,-11,1.71884057971015,1.75846833578792,0.783774884959926
642,366,1291,635,1284,732,7,-97,1.75409836065574,2.03307086614173,0.0706275768802544
670,349,1317,702,1340,698,-23,4,1.91977077363897,1.87606837606838,0.775778794488827
614,356,1268,687,1228,712,40,-25,1.7247191011236,1.84570596797671,0.407338282181185
672,302,1260,665,1344,604,-84,61,2.22516556291391,1.89473684210526,0.0554877782918648
617,312,1256,709,1234,624,22,85,1.9775641025641,1.77150916784203,0.188492575759312
626,312,1203,673,1252,624,-49,49,2.00641025641026,1.78751857355126,0.170019608915274
637,321,1239,649,1274,642,-35,7,1.98442367601246,1.90909090909091,0.644218963802409
568,366,1268,664,1136,732,132,-68,1.55191256830601,1.90963855421687,0.0120126882981852
657,331,1260,705,1314,662,-54,43,1.98489425981873,1.78723404255319,0.200966588392288
689,368,1269,796,1378,736,-109,60,1.87228260869565,1.59422110552764,0.040816268987534
654,369,1193,633,1308,738,-115,-105,1.77235772357724,1.88467614533965,0.451744622101447
571,330,1254,586,1142,660,112,-74,1.73030303030303,2.13993174061433,0.0130619952495349
641,353,1243,707,1282,706,-39,1,1.81586402266289,1.75813295615276,0.690966688930173
602,335,1258,757,1204,670,54,87,1.79701492537313,1.66182298546896,0.340879024341029
655,393,1267,660,1310,786,-43,-126,1.66666666666667,1.91969696969697,0.0771702389569931
670,316,1270,569,1340,632,-70,-63,2.12025316455696,2.23198594024605,0.545436298270751
632,315,1269,590,1264,630,5,-40,2.00634920634921,2.15084745762712,0.414301491896909
619,270,1241,586,1238,540,3,46,2.29259259259259,2.11774744027304,0.369135580159835
571,347,1211,664,1142,694,69,-30,1.64553314121037,1.82379518072289,0.218414583105793
674,360,1182,707,1348,720,-166,-13,1.87222222222222,1.67185289957567,0.160279973529191
642,378,1347,700,1284,756,63,-56,1.6984126984127,1.92428571428571,0.118459541665022
631,301,1225,678,1262,602,-37,76,2.09634551495017,1.80678466076696,0.07881590287238
650,328,1195,665,1300,656,-105,9,1.98170731707317,1.79699248120301,0.238957041778708
604,355,1247,692,1208,710,39,-18,1.70140845070423,1.80202312138728,0.483733065468134
632,320,1218,638,1264,640,-46,-2,1.975,1.90909090909091,0.686819510649165
633,365,1316,665,1266,730,50,-65,1.73424657534247,1.97894736842105,0.104413215426559
653,310,1175,602,1306,620,-131,-18,2.10645161290323,1.95182724252492,0.370551908442499
606,331,1234,663,1212,662,22,1,1.83081570996979,1.86123680241327,0.843783248025962
630,355,1218,659,1260,710,-42,-51,1.77464788732394,1.84825493171472,0.620856874106463
587,329,1220,606,1174,658,46,-52,1.78419452887538,2.01320132013201,0.155792202942054
606,302,1274,632,1212,604,62,28,2.00662251655629,2.01582278481013,0.957388788732466
644,345,1224,660,1288,690,-64,-30,1.86666666666667,1.85454545454545,0.936948068743809
622,352,1249,710,1244,704,5,6,1.76704545454545,1.75915492957747,0.956255899847119
