rep,gene,case_fun,case_syn,control_fun,control_syn
72,ADGRE5,55,15,165,92
72,CLEC17A,4,7,57,16
72,DDX39A,5,12,43,41
72,DNAJB1,8,4,64,25
72,GIPC1,9,4,74,28
72,NDUFB7,0,7,23,26
72,PKN1,37,12,179,87
72,PTGER1,15,6,58,41
72,TECR,29,5,65,27
72,ZNF333,29,7,150,68
73,ADGRE2,34,28,130,122
73,ADGRE3,40,16,89,87
73,ADGRE5,41,27,160,67
73,CLEC17A,15,3,57,44
73,DDX39A,9,9,87,90
73,DNAJB1,18,7,71,53
73,GIPC1,9,3,45,29
73,NDUFB7,6,1,32,13
73,PKN1,28,18,162,98
73,PTGER1,17,10,110,48
73,TECR,15,1,35,4
73,ZNF333,23,13,149,89
74,ADGRE2,27,22,143,80
74,ADGRE3,25,13,136,74
74,ADGRE5,41,21,130,96
74,CLEC17A,11,4,50,15
74,DDX39A,10,6,59,35
74,DNAJB1,15,13,71,42
74,GIPC1,16,4,80,25
74,NDUFB7,2,1,14,27
74,PKN1,18,23,167,110
74,PTGER1,10,5,79,26
74,TECR,14,3,27,9
74,ZNF333,26,13,148,76
75,ADGRE2,28,16,146,88
75,ADGRE3,35,14,83,66
75,ADGRE5,37,21,179,96
75,CLEC17A,16,3,70,23
75,DDX39A,18,4,116,22
75,DNAJB1,18,7,47,40
75,GIPC1,19,6,71,16
75,NDUFB7,6,4,14,2
75,PKN1,26,22,171,97
75,PTGER1,6,8,40,52
75,TECR,15,8,57,37
75,ZNF333,25,20,114,80
76,ADGRE2,37,25,181,139
76,ADGRE3,40,9,109,52
76,ADGRE5,28,8,86,76
76,CLEC17A,15,4,59,26
76,DDX39A,13,3,66,18
76,DNAJB1,9,5,44,29
76,GIPC1,14,7,90,40
76,NDUFB7,7,1,20,3
76,PKN1,35,21,195,148
76,PTGER1,15,11,94,45
76,TECR,11,3,56,30
76,ZNF333,21,6,143,48
77,ADGRE2,27,14,148,84
77,ADGRE3,38,6,119,45
77,ADGRE5,44,10,97,95
77,CLEC17A,11,9,71,44
77,DDX39A,11,14,43,34
77,DNAJB1,8,2,62,34
77,GIPC1,7,7,70,66
77,NDUFB7,3,2,18,8
77,PKN1,20,28,186,112
77,PTGER1,12,5,89,33
77,TECR,10,15,51,42
77,ZNF333,13,29,115,122
78,ADGRE2,18,28,112,127
78,ADGRE3,26,21,91,107
78,ADGRE5,53,20,190,85
78,CLEC17A,6,6,66,28
78,DDX39A,7,5,56,37
78,DNAJB1,8,5,48,54
78,GIPC1,8,12,47,60
78,NDUFB7,4,3,38,4
78,PKN1,45,9,175,77
78,PTGER1,12,7,96,34
78,TECR,12,10,62,30
78,ZNF333,32,13,180,58
79,ADGRE2,29,10,131,90
79,ADGRE3,32,6,62,62
79,ADGRE5,31,11,76,81
79,CLEC17A,13,11,53,58
79,DDX39A,6,7,38,41
79,DNAJB1,7,9,46,47
79,GIPC1,10,6,85,78
79,NDUFB7,1,1,18,6
79,PKN1,31,21,188,127
79,PTGER1,18,5,64,31
79,TECR,24,4,59,23
79,ZNF333,35,10,227,38
80,ADGRE2,27,16,112,93
80,ADGRE3,36,18,116,76
80,ADGRE5,43,16,168,99
80,CLEC17A,12,7,69,43
80,DDX39A,11,4,52,46
80,DNAJB1,13,2,40,59
80,GIPC1,6,7,53,41
80,NDUFB7,5,0,35,8
80,PKN1,29,23,163,119
80,PTGER1,8,3,69,49
80,TECR,17,21,39,65
80,ZNF333,26,14,135,59
81,ADGRE2,32,28,162,132
81,ADGRE3,36,16,103,37
81,ADGRE5,42,14,146,89
81,CLEC17A,12,7,38,55
81,DDX39A,14,7,68,28
81,DNAJB1,8,16,37,43
81,GIPC1,13,8,53,67
81,NDUFB7,7,0,20,15
81,PKN1,29,26,157,106
81,PTGER1,5,19,47,72
81,TECR,19,12,37,42
81,ZNF333,15,11,122,43
82,ADGRE2,23,28,130,101
82,ADGRE3,26,14,118,81
82,ADGRE5,40,13,145,94
82,CLEC17A,19,12,116,69
82,DDX39A,7,9,70,65
82,DNAJB1,12,16,69,50
82,GIPC1,13,8,42,34
82,NDUFB7,3,3,23,26
82,PKN1,36,21,147,101
82,PTGER1,5,8,35,62
82,TECR,37,3,62,27
82,ZNF333,25,19,147,46
83,ADGRE2,37,25,142,151
83,ADGRE3,53,7,124,66
83,ADGRE5,39,9,181,93
83,CLEC17A,13,7,53,63
83,DDX39A,12,7,56,54
83,DNAJB1,15,5,91,32
83,GIPC1,6,4,33,52
83,NDUFB7,4,1,40,9
83,PKN1,28,12,210,122
83,PTGER1,10,13,28,52
83,TECR,17,3,41,16
83,ZNF333,24,14,144,66
84,ADGRE2,40,21,205,138
84,ADGRE3,32,10,79,79
84,ADGRE5,52,10,104,86
84,CLEC17A,9,5,38,28
84,DDX39A,18,10,83,54
84,DNAJB1,5,5,52,34
84,GIPC1,14,11,102,20
84,NDUFB7,4,1,21,6
84,PKN1,14,18,120,179
84,PTGER1,6,9,57,46
84,TECR,18,1,52,23
84,ZNF333,26,2,147,63
85,ADGRE2,43,23,198,125
85,ADGRE3,32,13,90,74
85,ADGRE5,28,12,157,79
85,CLEC17A,6,1,45,25
85,DDX39A,11,17,79,66
85,DNAJB1,16,17,44,71
85,GIPC1,10,8,46,47
85,NDUFB7,13,4,12,25
85,PKN1,36,14,167,104
85,PTGER1,10,18,41,65
85,TECR,7,4,24,25
85,ZNF333,32,9,134,31
86,ADGRE2,21,13,142,97
86,ADGRE3,29,11,78,58
86,ADGRE5,42,16,108,83
86,CLEC17A,16,9,53,36
86,DDX39A,12,7,78,27
86,DNAJB1,8,15,92,55
86,GIPC1,17,4,56,32
86,NDUFB7,4,4,20,9
86,PKN1,25,30,162,161
86,PTGER1,10,8,68,46
86,TECR,18,8,45,34
86,ZNF333,32,11,161,74
87,ADGRE2,19,6,133,99
87,ADGRE3,59,10,131,71
87,ADGRE5,54,13,128,70
87,CLEC17A,12,7,77,49
87,DDX39A,11,8,52,37
87,DNAJB1,14,5,74,25
87,GIPC1,13,7,51,23
87,NDUFB7,4,4,28,11
87,PKN1,31,24,151,77
87,PTGER1,7,13,47,53
87,TECR,17,12,44,33
87,ZNF333,19,12,110,57
88,ADGRE2,24,18,179,87
88,ADGRE3,37,23,109,128
88,ADGRE5,41,18,136,145
88,CLEC17A,18,7,52,29
88,DDX39A,16,3,62,29
88,DNAJB1,18,6,71,62
88,GIPC1,18,20,71,52
88,NDUFB7,5,1,27,5
88,PKN1,13,27,112,134
88,PTGER1,13,11,38,49
88,TECR,17,3,57,34
88,ZNF333,30,5,159,47
89,ADGRE2,26,15,157,108
89,ADGRE3,51,10,137,69
89,ADGRE5,40,28,153,147
89,CLEC17A,14,7,108,34
89,DDX39A,11,9,77,57
89,DNAJB1,4,2,44,35
89,GIPC1,8,8,64,31
89,NDUFB7,7,0,28,3
89,PKN1,19,2,128,68
89,PTGER1,13,1,65,30
89,TECR,6,3,31,26
89,ZNF333,24,16,123,103
90,ADGRE2,23,19,160,95
90,ADGRE3,36,16,128,112
90,ADGRE5,34,8,105,86
90,CLEC17A,17,7,98,50
90,DDX39A,15,5,105,25
90,DNAJB1,8,8,46,42
90,GIPC1,8,5,28,39
90,NDUFB7,5,7,24,36
90,PKN1,32,31,180,175
90,PTGER1,6,2,55,21
90,TECR,14,6,58,26
90,ZNF333,23,6,165,36
91,ADGRE2,32,20,166,59
91,ADGRE3,49,14,97,103
91,ADGRE5,36,25,116,119
91,CLEC17A,12,10,98,31
91,DDX39A,8,5,75,32
91,DNAJB1,5,16,40,58
91,GIPC1,10,5,51,23
91,NDUFB7,2,3,29,23
91,PKN1,39,8,171,71
91,PTGER1,6,18,68,89
91,TECR,9,13,37,63
91,ZNF333,31,12,151,34
92,ADGRE2,29,33,164,154
92,ADGRE3,35,14,85,58
92,ADGRE5,38,26,194,99
92,CLEC17A,11,9,60,32
92,DDX39A,15,12,39,35
92,DNAJB1,10,4,60,22
92,GIPC1,10,7,91,36
92,NDUFB7,3,3,30,21
92,PKN1,25,32,128,137
92,PTGER1,19,4,58,29
92,TECR,11,12,42,41
92,ZNF333,26,13,132,73
93,ADGRE2,23,16,132,115
93,ADGRE3,36,9,129,68
93,ADGRE5,50,11,117,124
93,CLEC17A,11,17,88,65
93,DDX39A,7,4,85,24
93,DNAJB1,8,11,52,60
93,GIPC1,9,11,37,42
93,NDUFB7,2,2,16,16
93,PKN1,32,23,164,128
93,PTGER1,13,10,68,53
93,TECR,9,8,54,34
93,ZNF333,20,6,117,47
94,ADGRE2,24,14,149,68
94,ADGRE3,27,7,98,103
94,ADGRE5,40,11,147,55
94,CLEC17A,11,10,49,58
94,DDX39A,9,12,58,33
94,DNAJB1,6,5,35,64
94,GIPC1,13,9,52,45
94,NDUFB7,9,8,56,8
94,PKN1,33,17,133,92
94,PTGER1,17,16,78,33
94,TECR,16,7,33,28
94,ZNF333,37,18,214,44
95,ADGRE2,14,11,118,114
95,ADGRE3,29,8,105,44
95,ADGRE5,38,19,119,67
95,CLEC17A,18,4,113,15
95,DDX39A,11,10,69,24
95,DNAJB1,7,3,53,25
95,GIPC1,21,11,66,48
95,NDUFB7,5,2,16,18
95,PKN1,35,20,165,129
95,PTGER1,7,14,53,43
95,TECR,7,5,32,25
95,ZNF333,16,5,151,46
96,ADGRE2,23,21,123,113
96,ADGRE3,44,10,138,45
96,ADGRE5,38,19,151,98
96,CLEC17A,17,7,59,35
96,DDX39A,22,12,125,53
96,DNAJB1,10,10,50,39
96,GIPC1,9,16,63,57
96,NDUFB7,1,0,23,14
96,PKN1,19,9,149,82
96,PTGER1,18,7,67,21
96,TECR,20,2,46,34
96,ZNF333,28,29,162,100
97,ADGRE2,24,9,152,63
97,ADGRE3,38,10,161,87
97,ADGRE5,42,11,125,83
97,CLEC17A,10,13,38,79
97,DDX39A,11,11,66,85
97,DNAJB1,8,15,59,30
97,GIPC1,11,5,67,9
97,NDUFB7,5,5,31,13
97,PKN1,27,19,188,85
97,PTGER1,8,6,52,52
97,TECR,7,4,49,42
97,ZNF333,19,11,123,45
98,ADGRE2,25,20,141,117
98,ADGRE3,21,5,116,33
98,ADGRE5,22,27,169,131
98,CLEC17A,20,4,96,64
98,DDX39A,17,6,79,25
98,DNAJB1,5,2,43,15
98,GIPC1,11,15,68,36
98,NDUFB7,2,0,12,2
98,PKN1,45,28,207,183
98,PTGER1,12,9,38,36
98,TECR,7,2,59,35
98,ZNF333,12,6,138,64
99,ADGRE2,36,30,210,157
99,ADGRE3,21,20,72,47
99,ADGRE5,30,13,144,65
99,CLEC17A,11,13,51,62
99,DDX39A,19,4,82,41
99,DNAJB1,9,7,60,45
99,GIPC1,10,5,66,45
99,NDUFB7,5,5,16,14
99,PKN1,29,17,196,89
99,PTGER1,12,4,82,20
99,TECR,20,5,64,29
99,ZNF333,26,8,101,42
100,ADGRE2,24,26,188,167
100,ADGRE3,47,12,141,73
100,ADGRE5,44,5,179,68
100,CLEC17A,12,6,82,27
100,DDX39A,21,13,76,45
100,DNAJB1,18,7,42,11
100,GIPC1,11,4,65,25
100,NDUFB7,4,2,13,2
100,PKN1,28,13,153,105
100,PTGER1,8,8,49,37
100,TECR,17,3,59,18
100,ZNF333,22,3,154,23
