rep,gene,case_fun,case_syn,control_fun,control_syn
72,DDX39A,5,4,60,33
72,DNAJB1,7,4,34,24
72,GIPC1,6,4,93,33
72,NDUFB7,0,7,18,43
72,PKN1,34,12,185,88
72,PTGER1,15,6,91,44
72,TECR,29,5,97,19
72,ZNF333,29,7,198,64
73,ADGRE2,31,25,158,115
73,ADGRE3,40,14,134,111
73,ADGRE5,41,24,198,107
73,CLEC17A,15,3,75,46
73,DDX39A,5,4,82,56
73,DNAJB1,15,5,78,33
73,GIPC1,8,3,64,21
73,NDUFB7,3,1,24,15
73,PKN1,24,18,189,120
73,PTGER1,17,10,107,55
73,TECR,15,1,40,3
73,ZNF333,18,7,145,81
74,ADGRE2,27,22,134,89
74,ADGRE3,22,13,108,88
74,ADGRE5,40,17,184,130
74,CLEC17A,8,4,58,13
74,DDX39A,4,6,50,36
74,DNAJB1,11,13,61,66
74,GIPC1,10,4,62,41
74,NDUFB7,2,1,13,16
74,PKN1,18,17,156,100
74,PTGER1,5,5,53,44
74,TECR,14,3,50,19
74,ZNF333,26,10,135,73
75,ADGRE2,28,16,192,98
75,ADGRE3,31,14,112,94
75,ADGRE5,30,18,144,94
75,CLEC17A,16,3,64,38
75,DDX39A,18,4,140,49
75,DNAJB1,18,4,66,22
75,GIPC1,15,6,80,31
75,NDUFB7,6,4,5,20
75,PKN1,24,15,192,99
75,PTGER1,6,8,36,64
75,TECR,15,4,39,33
75,ZNF333,25,20,156,86
76,ADGRE2,33,23,212,154
76,ADGRE3,40,8,165,28
76,ADGRE5,28,4,106,39
76,CLEC17A,11,4,70,29
76,DDX39A,9,3,58,31
76,DNAJB1,9,5,38,17
76,GIPC1,12,7,86,42
76,NDUFB7,7,1,27,11
76,PKN1,32,18,170,121
76,PTGER1,9,11,85,41
76,TECR,11,3,60,32
76,ZNF333,21,3,190,19
77,ADGRE2,27,11,213,71
77,ADGRE3,38,6,135,58
77,ADGRE5,44,4,176,37
77,CLEC17A,11,8,93,53
77,DDX39A,11,14,64,66
77,DNAJB1,8,2,58,37
77,GIPC1,7,7,79,58
77,NDUFB7,3,2,24,20
77,PKN1,18,20,181,121
77,PTGER1,12,5,82,45
77,TECR,10,11,50,26
77,ZNF333,13,25,125,130
78,ADGRE2,14,19,104,78
78,ADGRE3,26,16,122,76
78,ADGRE5,53,20,211,116
78,CLEC17A,6,6,61,26
78,DDX39A,7,2,61,16
78,DNAJB1,8,2,66,27
78,GIPC1,8,12,60,74
78,NDUFB7,2,3,19,6
78,PKN1,39,9,213,55
78,PTGER1,9,7,74,50
78,TECR,12,10,50,41
78,ZNF333,31,6,165,42
79,ADGRE2,29,10,163,94
79,ADGRE3,32,6,88,70
79,ADGRE5,31,6,117,61
79,CLEC17A,13,8,67,46
79,DDX39A,7,7,50,28
79,DNAJB1,7,9,54,66
79,GIPC1,8,3,69,36
79,NDUFB7,1,1,11,7
79,PKN1,29,14,210,100
79,PTGER1,14,2,67,10
79,TECR,21,2,55,21
79,ZNF333,31,10,212,60
80,ADGRE2,27,16,151,102
80,ADGRE3,34,15,138,81
80,ADGRE5,39,12,191,87
80,CLEC17A,12,7,78,39
80,DDX39A,7,2,66,47
80,DNAJB1,13,2,49,52
80,GIPC1,6,7,45,55
80,NDUFB7,5,0,33,4
80,PKN1,26,20,196,121
80,PTGER1,8,3,60,40
80,TECR,17,21,35,65
80,ZNF333,26,17,177,94
81,ADGRE2,28,22,190,105
81,ADGRE3,36,17,147,63
81,ADGRE5,37,14,155,90
81,CLEC17A,12,1,48,22
81,DDX39A,14,7,93,35
81,DNAJB1,8,16,49,62
81,GIPC1,13,8,89,73
81,NDUFB7,7,0,26,9
81,PKN1,23,19,162,133
81,PTGER1,5,17,71,65
81,TECR,19,12,38,42
81,ZNF333,15,11,128,47
82,ADGRE2,18,20,130,135
82,ADGRE3,22,14,125,112
82,ADGRE5,40,11,210,109
82,CLEC17A,15,9,131,40
82,DDX39A,7,6,79,50
82,DNAJB1,10,9,75,32
82,GIPC1,13,8,48,40
82,NDUFB7,3,3,41,40
82,PKN1,36,21,170,150
82,PTGER1,5,8,34,51
82,TECR,37,3,105,20
82,ZNF333,24,10,167,45
83,ADGRE2,33,23,190,160
83,ADGRE3,53,6,163,29
83,ADGRE5,36,9,199,101
83,CLEC17A,13,4,80,39
83,DDX39A,9,3,35,52
83,DNAJB1,11,5,83,39
83,GIPC1,6,4,46,37
83,NDUFB7,4,1,53,8
83,PKN1,21,8,182,102
83,PTGER1,9,13,36,64
83,TECR,17,3,62,14
83,ZNF333,20,11,163,67
84,ADGRE2,39,18,270,146
84,ADGRE3,32,7,98,56
84,ADGRE5,54,10,108,91
84,CLEC17A,6,5,35,42
84,DDX39A,14,10,93,59
84,DNAJB1,5,2,62,17
84,GIPC1,11,11,96,35
84,NDUFB7,4,1,23,7
84,PKN1,12,18,135,120
84,PTGER1,6,7,46,43
84,TECR,18,1,48,22
84,ZNF333,26,1,167,67
85,ADGRE2,34,23,193,119
85,ADGRE3,29,13,120,83
85,ADGRE5,28,12,158,89
85,CLEC17A,6,1,56,14
85,DDX39A,10,17,94,79
85,DNAJB1,16,10,82,27
85,GIPC1,10,8,65,41
85,NDUFB7,13,4,40,29
85,PKN1,30,10,164,86
85,PTGER1,7,18,53,90
85,TECR,7,4,21,15
85,ZNF333,29,7,138,20
86,ADGRE2,21,10,187,89
86,ADGRE3,26,5,105,44
86,ADGRE5,42,15,174,78
86,CLEC17A,16,9,72,55
86,DDX39A,12,7,62,55
86,DNAJB1,5,13,62,50
86,GIPC1,13,4,87,37
86,NDUFB7,4,4,34,9
86,PKN1,21,24,173,166
86,PTGER1,10,6,81,59
86,TECR,18,6,59,34
86,ZNF333,29,11,204,56
87,ADGRE2,17,7,134,99
87,ADGRE3,53,7,151,38
87,ADGRE5,51,14,137,115
87,CLEC17A,12,7,80,52
87,DDX39A,8,8,61,80
87,DNAJB1,14,5,106,29
87,GIPC1,13,7,59,32
87,NDUFB7,4,4,33,16
87,PKN1,31,18,179,88
87,PTGER1,7,9,57,56
87,TECR,17,11,53,52
87,ZNF333,19,12,134,82
88,ADGRE2,16,16,181,103
88,ADGRE3,33,19,106,111
88,ADGRE5,41,18,176,151
88,CLEC17A,15,7,60,43
88,DDX39A,16,3,89,40
88,DNAJB1,18,6,85,51
88,GIPC1,15,20,76,92
88,NDUFB7,5,1,32,14
88,PKN1,12,23,114,139
88,PTGER1,13,9,57,48
88,TECR,17,3,74,40
88,ZNF333,28,5,184,37
89,ADGRE2,26,15,191,128
89,ADGRE3,44,8,120,45
89,ADGRE5,40,22,162,109
89,CLEC17A,12,7,89,54
89,DDX39A,10,9,79,47
89,DNAJB1,4,2,38,16
89,GIPC1,7,8,49,38
89,NDUFB7,7,0,46,5
89,PKN1,12,2,115,66
89,PTGER1,13,1,64,31
89,TECR,6,3,53,36
89,ZNF333,24,11,153,63
90,ADGRE2,18,19,147,111
90,ADGRE3,36,12,127,86
90,ADGRE5,33,6,132,56
90,CLEC17A,13,7,117,54
90,DDX39A,12,5,91,26
90,DNAJB1,8,5,56,20
90,GIPC1,8,5,39,36
90,NDUFB7,5,7,28,37
90,PKN1,28,24,178,158
90,PTGER1,6,2,55,28
90,TECR,12,6,59,30
90,ZNF333,20,6,181,27
91,ADGRE2,28,16,191,96
91,ADGRE3,49,14,111,82
91,ADGRE5,36,25,126,106
91,CLEC17A,8,10,101,59
91,DDX39A,8,5,68,35
91,DNAJB1,5,16,39,71
91,GIPC1,10,5,57,44
91,NDUFB7,2,3,23,19
91,PKN1,33,8,192,100
91,PTGER1,4,14,36,84
91,TECR,9,9,50,40
91,ZNF333,25,12,161,65
92,ADGRE2,27,25,172,139
92,ADGRE3,34,11,78,67
92,ADGRE5,38,25,179,135
92,CLEC17A,11,6,58,47
92,DDX39A,11,12,77,53
92,DNAJB1,10,1,72,7
92,GIPC1,6,7,80,46
92,NDUFB7,3,3,36,21
92,PKN1,21,22,164,137
92,PTGER1,19,4,78,42
92,TECR,10,3,32,22
92,ZNF333,23,8,165,64
93,ADGRE2,19,12,145,82
93,ADGRE3,29,5,146,64
93,ADGRE5,47,10,158,103
93,CLEC17A,8,13,101,42
93,DDX39A,5,4,83,52
93,DNAJB1,5,11,54,57
93,GIPC1,9,8,49,30
93,NDUFB7,2,2,20,8
93,PKN1,31,19,195,122
93,PTGER1,13,8,103,44
93,TECR,9,8,52,41
93,ZNF333,20,5,156,39
94,ADGRE2,20,14,142,76
94,ADGRE3,23,5,124,74
94,ADGRE5,38,7,137,93
94,CLEC17A,8,10,50,55
94,DDX39A,9,12,63,58
94,DNAJB1,6,4,50,59
94,GIPC1,13,9,54,63
94,NDUFB7,5,8,58,21
94,PKN1,32,14,189,76
94,PTGER1,13,15,81,70
94,TECR,16,3,54,20
94,ZNF333,31,11,182,58
95,ADGRE2,10,11,113,114
95,ADGRE3,27,9,110,62
95,ADGRE5,38,17,152,78
95,CLEC17A,16,4,99,20
95,DDX39A,11,10,95,32
95,DNAJB1,7,3,62,56
95,GIPC1,21,9,104,51
95,NDUFB7,5,2,20,33
95,PKN1,32,14,179,131
95,PTGER1,7,11,49,46
95,TECR,7,5,58,19
95,ZNF333,16,5,164,50
96,ADGRE2,21,17,122,143
96,ADGRE3,36,10,136,82
96,ADGRE5,38,15,175,85
96,CLEC17A,17,7,93,50
96,DDX39A,19,8,122,78
96,DNAJB1,10,8,55,49
96,GIPC1,9,10,81,35
96,NDUFB7,1,0,31,13
96,PKN1,16,9,144,72
96,PTGER1,18,3,78,21
96,TECR,17,2,74,28
96,ZNF333,27,22,165,65
97,ADGRE2,21,9,130,66
97,ADGRE3,34,9,143,52
97,ADGRE5,38,11,137,64
97,CLEC17A,10,10,64,66
97,DDX39A,11,7,83,76
97,DNAJB1,8,15,65,53
97,GIPC1,11,5,75,20
97,NDUFB7,5,5,35,10
97,PKN1,27,18,188,83
97,PTGER1,8,6,52,76
97,TECR,7,4,56,36
97,ZNF333,19,11,128,68
98,ADGRE2,25,14,185,107
98,ADGRE3,20,5,88,43
98,ADGRE5,22,27,166,143
98,CLEC17A,13,4,87,45
98,DDX39A,13,6,61,22
98,DNAJB1,5,2,49,20
98,GIPC1,10,15,52,83
98,NDUFB7,2,0,19,1
98,PKN1,42,27,195,189
98,PTGER1,12,9,42,46
98,TECR,7,2,71,21
98,ZNF333,14,4,152,39
99,ADGRE2,29,25,222,175
99,ADGRE3,21,20,107,66
99,ADGRE5,30,6,170,62
99,CLEC17A,11,13,71,44
99,DDX39A,16,4,114,41
99,DNAJB1,9,7,61,31
99,GIPC1,10,5,67,42
99,NDUFB7,5,5,23,22
99,PKN1,25,15,198,103
99,PTGER1,12,4,99,19
99,TECR,20,5,106,52
99,ZNF333,23,8,152,65
100,ADGRE2,15,24,166,146
100,ADGRE3,47,12,209,83
100,ADGRE5,40,5,203,84
100,CLEC17A,9,6,85,33
100,DDX39A,21,13,115,44
100,DNAJB1,18,7,66,28
100,GIPC1,5,4,58,28
100,NDUFB7,4,2,34,4
100,PKN1,26,13,212,94
100,PTGER1,8,8,56,44
100,TECR,17,3,64,26
100,ZNF333,18,3,122,26
