rep,gene,case_fun,case_syn,control_fun,control_syn
12,PTGER1,12,9,72,54
12,TECR,15,1,67,17
12,ZNF333,22,13,187,77
13,ADGRE2,23,9,185,81
13,ADGRE3,44,7,212,60
13,ADGRE5,31,17,144,112
13,CLEC17A,9,5,65,45
13,DDX39A,14,9,74,55
13,DNAJB1,9,4,63,19
13,GIPC1,5,4,54,45
13,NDUFB7,5,2,18,21
13,PKN1,28,26,136,113
13,PTGER1,14,5,66,25
13,TECR,16,13,37,40
13,ZNF333,24,14,164,67
14,ADGRE2,21,8,146,103
14,ADGRE3,26,14,129,87
14,ADGRE5,58,10,194,91
14,CLEC17A,7,9,55,34
14,DDX39A,11,8,72,37
14,DNAJB1,5,6,52,39
14,GIPC1,15,5,55,37
14,NDUFB7,1,2,11,16
14,PKN1,19,21,171,96
14,PTGER1,11,16,44,103
14,TECR,24,6,72,24
14,ZNF333,22,8,151,39
15,ADGRE2,17,11,155,132
15,ADGRE3,33,5,115,71
15,ADGRE5,34,21,134,125
15,CLEC17A,8,9,72,64
15,DDX39A,12,6,98,36
15,DNAJB1,8,3,128,19
15,GIPC1,16,7,65,51
15,NDUFB7,5,2,17,15
15,PKN1,20,18,195,162
15,PTGER1,8,11,71,62
15,TECR,17,1,39,24
15,ZNF333,33,8,181,57
16,ADGRE2,34,18,194,118
16,ADGRE3,32,14,142,81
16,ADGRE5,33,15,141,121
16,CLEC17A,13,7,86,57
16,DDX39A,16,5,80,37
16,DNAJB1,11,3,73,39
16,GIPC1,7,3,70,37
16,NDUFB7,9,2,31,11
16,PKN1,21,9,170,105
16,PTGER1,11,7,65,69
16,TECR,13,2,88,14
16,ZNF333,28,4,140,58
17,ADGRE2,14,17,118,149
17,ADGRE3,49,8,111,48
17,ADGRE5,61,18,197,130
17,CLEC17A,19,11,69,32
17,DDX39A,20,6,96,52
17,DNAJB1,15,6,78,38
17,GIPC1,13,9,65,52
17,NDUFB7,3,7,9,29
17,PKN1,33,21,256,116
17,PTGER1,12,4,47,44
17,TECR,14,8,48,57
17,ZNF333,16,15,101,91
18,ADGRE2,16,14,130,63
18,ADGRE3,27,15,114,58
18,ADGRE5,31,18,143,141
18,CLEC17A,22,9,104,36
18,DDX39A,16,6,68,26
18,DNAJB1,9,5,63,39
18,GIPC1,8,6,89,31
18,NDUFB7,5,0,45,7
18,PKN1,27,26,213,127
18,PTGER1,4,14,28,68
18,TECR,27,8,104,37
18,ZNF333,32,19,145,92
19,ADGRE2,28,15,174,79
19,ADGRE3,29,26,126,144
19,ADGRE5,32,13,164,76
19,CLEC17A,9,2,63,41
19,DDX39A,17,7,84,51
19,DNAJB1,14,6,70,58
19,GIPC1,10,3,66,36
19,NDUFB7,5,1,7,11
19,PKN1,30,23,165,178
19,PTGER1,18,4,99,36
19,TECR,16,5,77,53
19,ZNF333,25,11,112,42
20,ADGRE2,30,15,123,104
20,ADGRE3,29,14,157,99
20,ADGRE5,44,27,164,93
20,CLEC17A,13,9,112,43
20,DDX39A,6,8,77,28
20,DNAJB1,5,1,64,30
20,GIPC1,13,6,67,30
20,NDUFB7,2,0,68,0
20,PKN1,27,23,208,96
20,PTGER1,7,12,59,74
20,TECR,12,4,70,54
20,ZNF333,36,11,185,80
21,ADGRE2,21,18,183,126
21,ADGRE3,21,15,105,65
21,ADGRE5,53,8,130,77
21,CLEC17A,11,10,61,47
21,DDX39A,13,9,50,75
21,DNAJB1,5,4,60,36
21,GIPC1,9,5,57,36
21,NDUFB7,2,7,30,43
21,PKN1,17,23,157,141
21,PTGER1,11,8,57,35
21,TECR,11,1,95,36
21,ZNF333,32,15,194,69
22,ADGRE2,29,14,166,90
22,ADGRE3,29,17,98,104
22,ADGRE5,41,8,187,74
22,CLEC17A,6,5,58,35
22,DDX39A,10,5,63,37
22,DNAJB1,12,7,67,36
22,GIPC1,6,19,41,83
22,NDUFB7,4,3,28,32
22,PKN1,29,13,168,77
22,PTGER1,10,6,76,61
22,TECR,17,10,53,47
22,ZNF333,26,12,161,107
23,ADGRE2,21,12,136,95
23,ADGRE3,41,8,150,90
23,ADGRE5,21,15,147,92
23,CLEC17A,7,5,57,50
23,DDX39A,14,7,85,37
23,DNAJB1,15,7,79,32
23,GIPC1,16,1,70,12
23,NDUFB7,0,4,9,19
23,PKN1,18,37,109,158
23,PTGER1,14,8,110,56
23,TECR,17,9,68,42
23,ZNF333,24,4,197,49
24,ADGRE2,24,12,173,72
24,ADGRE3,42,10,103,82
24,ADGRE5,23,15,112,91
24,CLEC17A,21,3,73,52
24,DDX39A,11,7,64,68
24,DNAJB1,6,3,53,26
24,GIPC1,17,5,95,47
24,NDUFB7,5,0,47,6
24,PKN1,37,17,211,127
24,PTGER1,9,6,75,44
24,TECR,14,9,44,56
24,ZNF333,27,15,158,60
25,ADGRE2,7,8,111,65
25,ADGRE3,30,14,108,74
25,ADGRE5,43,15,183,88
25,CLEC17A,3,4,62,55
25,DDX39A,7,12,71,48
25,DNAJB1,12,8,78,56
25,GIPC1,22,14,81,51
25,NDUFB7,12,5,31,35
25,PKN1,29,12,229,77
25,PTGER1,13,7,128,45
25,TECR,17,10,83,38
25,ZNF333,23,5,137,70
26,ADGRE2,26,12,133,64
26,ADGRE3,37,15,62,93
26,ADGRE5,35,17,145,81
26,CLEC17A,10,10,109,60
26,DDX39A,5,6,39,56
26,DNAJB1,10,9,67,43
26,GIPC1,13,9,85,46
26,NDUFB7,1,0,27,2
26,PKN1,29,18,178,115
26,PTGER1,10,6,92,64
26,TECR,12,7,57,68
26,ZNF333,27,6,175,68
27,ADGRE2,27,13,136,103
27,ADGRE3,27,15,115,53
27,ADGRE5,48,13,193,85
27,CLEC17A,13,9,61,47
27,DDX39A,11,4,57,54
27,DNAJB1,12,7,73,30
27,GIPC1,15,5,92,26
27,NDUFB7,11,3,66,6
27,PKN1,33,20,197,112
27,PTGER1,8,12,74,68
27,TECR,16,9,70,40
27,ZNF333,29,15,173,57
28,ADGRE2,23,20,145,110
28,ADGRE3,40,11,130,102
28,ADGRE5,45,18,118,113
28,CLEC17A,19,8,103,31
28,DDX39A,13,3,68,24
28,DNAJB1,12,7,79,48
28,GIPC1,6,9,27,40
28,NDUFB7,10,2,34,17
28,PKN1,28,23,235,112
28,PTGER1,14,9,61,71
28,TECR,10,0,66,39
28,ZNF333,30,17,188,106
29,ADGRE2,30,21,127,147
29,ADGRE3,39,12,189,69
29,ADGRE5,52,15,156,114
29,CLEC17A,11,6,59,79
29,DDX39A,20,4,88,25
29,DNAJB1,15,2,130,27
29,GIPC1,19,7,85,37
29,NDUFB7,9,4,52,14
29,PKN1,27,18,187,112
29,PTGER1,10,14,67,46
29,TECR,19,5,73,15
29,ZNF333,20,5,110,61
30,ADGRE2,26,22,187,99
30,ADGRE3,38,23,150,127
30,ADGRE5,36,11,163,74
30,CLEC17A,10,6,57,44
30,DDX39A,10,8,61,54
30,DNAJB1,17,12,113,52
30,GIPC1,5,0,77,10
30,NDUFB7,2,2,26,11
30,PKN1,21,5,201,96
30,PTGER1,8,9,83,63
30,TECR,10,10,67,77
30,ZNF333,25,8,147,66
31,ADGRE2,31,13,192,100
31,ADGRE3,40,11,157,78
31,ADGRE5,35,22,136,127
31,CLEC17A,13,3,115,22
31,DDX39A,5,9,59,60
31,DNAJB1,6,6,56,45
31,GIPC1,17,5,102,27
31,NDUFB7,5,3,20,11
31,PKN1,27,17,162,84
31,PTGER1,8,4,44,48
31,TECR,17,4,100,58
31,ZNF333,22,17,157,85
32,ADGRE2,24,17,195,103
32,ADGRE3,27,4,123,51
32,ADGRE5,34,19,144,104
32,CLEC17A,15,6,116,34
32,DDX39A,10,13,69,59
32,DNAJB1,5,4,50,38
32,GIPC1,16,6,92,32
32,NDUFB7,1,0,15,10
32,PKN1,24,19,146,174
32,PTGER1,10,4,88,30
32,TECR,14,2,55,9
32,ZNF333,18,11,143,81
33,ADGRE2,29,28,193,150
33,ADGRE3,40,10,225,122
33,ADGRE5,38,22,177,96
33,CLEC17A,8,6,48,20
33,DDX39A,15,11,78,48
33,DNAJB1,6,5,60,49
33,GIPC1,12,6,59,51
33,NDUFB7,1,5,15,19
33,PKN1,22,15,190,109
33,PTGER1,6,12,88,30
33,TECR,6,4,29,41
33,ZNF333,15,13,160,68
34,ADGRE2,32,13,202,134
34,ADGRE3,50,11,98,70
34,ADGRE5,54,9,181,106
34,CLEC17A,4,13,69,59
34,DDX39A,9,3,101,24
34,DNAJB1,3,6,85,44
34,GIPC1,13,10,56,68
34,NDUFB7,4,7,31,54
34,PKN1,35,14,189,90
34,PTGER1,11,9,74,30
34,TECR,5,7,46,44
34,ZNF333,22,10,160,49
35,ADGRE2,39,14,223,103
35,ADGRE3,46,8,163,86
35,ADGRE5,39,19,147,114
35,CLEC17A,11,8,68,54
35,DDX39A,17,7,76,73
35,DNAJB1,13,6,56,24
35,GIPC1,7,7,41,33
35,NDUFB7,5,0,28,8
35,PKN1,26,14,136,133
35,PTGER1,6,10,52,64
35,TECR,22,1,65,26
35,ZNF333,26,13,177,117
36,ADGRE2,34,12,208,76
36,ADGRE3,23,6,99,82
36,ADGRE5,35,32,195,160
36,CLEC17A,6,5,76,39
36,DDX39A,13,9,87,43
36,DNAJB1,10,4,43,15
36,GIPC1,11,6,95,37
36,NDUFB7,1,1,26,10
36,PKN1,14,26,98,107
36,PTGER1,9,16,72,132
36,TECR,10,6,48,45
36,ZNF333,25,10,180,71
37,ADGRE2,31,8,195,100
37,ADGRE3,34,10,119,71
37,ADGRE5,44,10,193,101
37,CLEC17A,15,11,86,45
37,DDX39A,14,12,108,69
37,DNAJB1,9,13,52,59
37,GIPC1,5,3,53,55
37,NDUFB7,9,1,52,22
37,PKN1,24,21,170,136
37,PTGER1,10,3,51,30
37,TECR,3,5,47,35
37,ZNF333,23,10,93,38
38,ADGRE2,34,16,210,93
38,ADGRE3,39,16,193,101
38,ADGRE5,36,6,205,94
38,CLEC17A,15,8,94,20
38,DDX39A,11,7,55,70
38,DNAJB1,10,15,79,91
38,GIPC1,8,2,40,22
38,NDUFB7,3,1,21,15
38,PKN1,26,10,166,83
38,PTGER1,9,8,71,92
38,TECR,16,1,38,47
38,ZNF333,25,8,141,62
39,ADGRE2,29,16,158,105
39,ADGRE3,37,14,159,115
39,ADGRE5,47,15,184,126
39,CLEC17A,11,3,58,45
39,DDX39A,9,7,63,55
39,DNAJB1,7,8,46,31
39,GIPC1,5,12,78,56
39,NDUFB7,10,4,29,44
39,PKN1,32,16,137,130
39,PTGER1,19,2,57,33
39,TECR,19,5,123,48
39,ZNF333,23,15,151,98
40,ADGRE2,26,10,181,80
40,ADGRE3,35,22,129,133
40,ADGRE5,26,23,154,167
40,CLEC17A,11,9,70,51
40,DDX39A,15,7,89,47
40,DNAJB1,8,8,35,21
40,GIPC1,12,5,59,23
40,NDUFB7,4,4,44,23
40,PKN1,34,14,186,94
40,PTGER1,3,17,59,80
40,TECR,23,4,57,18
40,ZNF333,18,11,134,63
41,ADGRE2,30,14,190,86
41,ADGRE3,28,6,153,42
41,ADGRE5,42,18,158,107
41,CLEC17A,9,2,64,37
41,DDX39A,11,13,54,58
41,DNAJB1,20,0,97,27
41,GIPC1,6,2,43,31
41,NDUFB7,2,3,10,32
41,PKN1,33,15,178,143
41,PTGER1,15,7,56,39
41,TECR,18,5,54,29
41,ZNF333,13,24,162,147
42,ADGRE2,26,9,161,70
42,ADGRE3,23,15,152,94
42,ADGRE5,33,16,172,118
42,CLEC17A,7,4,63,25
42,DDX39A,18,6,111,14
42,DNAJB1,7,10,59,47
42,GIPC1,4,7,40,44
42,NDUFB7,1,3,15,7
42,PKN1,18,11,131,82
42,PTGER1,10,17,58,94
42,TECR,12,3,47,48
42,ZNF333,28,7,195,45
43,ADGRE2,27,17,198,103
43,ADGRE3,37,6,118,69
43,ADGRE5,50,10,199,81
43,CLEC17A,15,5,46,83
43,DDX39A,9,1,73,44
43,DNAJB1,1,6,56,14
43,GIPC1,6,2,48,22
43,NDUFB7,3,5,18,17
43,PKN1,28,17,188,111
43,PTGER1,9,15,51,94
43,TECR,20,5,46,40
43,ZNF333,27,12,210,52
44,ADGRE2,13,23,118,128
44,ADGRE3,43,3,158,35
44,ADGRE5,36,9,133,95
44,CLEC17A,18,9,76,84
44,DDX39A,11,8,114,49
44,DNAJB1,15,5,105,50
44,GIPC1,9,6,53,38
44,NDUFB7,11,1,28,14
44,PKN1,24,11,176,103
44,PTGER1,6,8,44,45
44,TECR,22,2,122,27
44,ZNF333,21,9,141,109
45,ADGRE2,22,9,184,76
45,ADGRE3,31,22,145,88
45,ADGRE5,45,20,189,121
45,CLEC17A,12,4,74,27
45,DDX39A,11,7,63,18
45,DNAJB1,11,6,84,42
45,GIPC1,10,6,80,44
45,NDUFB7,2,2,19,17
45,PKN1,31,23,168,149
45,PTGER1,10,12,54,45
45,TECR,11,0,82,27
45,ZNF333,20,9,120,86
46,ADGRE2,30,9,177,88
46,ADGRE3,39,8,96,60
46,ADGRE5,42,20,116,114
46,CLEC17A,16,3,96,28
46,DDX39A,15,6,87,26
46,DNAJB1,12,1,149,33
46,GIPC1,5,9,66,46
46,NDUFB7,9,2,39,10
46,PKN1,10,9,152,93
46,PTGER1,15,8,80,40
46,TECR,20,7,84,33
46,ZNF333,30,22,171,99
47,ADGRE2,22,14,236,85
47,ADGRE3,14,19,80,132
47,ADGRE5,34,14,183,74
47,CLEC17A,11,6,90,21
47,DDX39A,13,8,114,86
47,DNAJB1,15,10,102,52
47,GIPC1,4,6,44,39
47,NDUFB7,3,0,26,9
47,PKN1,18,24,182,108
47,PTGER1,12,7,75,17
47,TECR,15,5,76,46
47,ZNF333,18,8,90,68
48,ADGRE2,24,10,145,95
48,ADGRE3,34,10,115,65
48,ADGRE5,56,11,174,90
48,CLEC17A,9,4,70,40
48,DDX39A,26,13,101,79
48,DNAJB1,8,5,48,27
48,GIPC1,7,10,37,75
48,NDUFB7,7,2,29,10
48,PKN1,14,16,168,106
48,PTGER1,12,16,56,78
48,TECR,9,10,67,59
48,ZNF333,47,7,249,83
49,ADGRE2,27,17,207,104
49,ADGRE3,45,13,100,66
49,ADGRE5,44,14,187,91
49,CLEC17A,21,6,72,58
49,DDX39A,17,2,89,42
49,DNAJB1,8,4,48,22
49,GIPC1,4,10,43,39
49,NDUFB7,0,6,17,33
49,PKN1,30,12,175,128
49,PTGER1,8,6,75,63
49,TECR,9,4,51,48
49,ZNF333,14,4,137,70
50,ADGRE2,20,9,155,86
50,ADGRE3,35,16,152,67
50,ADGRE5,42,16,139,69
50,CLEC17A,20,8,89,52
50,DDX39A,14,2,111,25
50,DNAJB1,12,8,45,53
50,GIPC1,10,10,46,52
50,NDUFB7,4,5,8,32
50,PKN1,27,17,182,106
50,PTGER1,13,7,92,35
50,TECR,14,3,59,39
50,ZNF333,37,7,202,50
51,ADGRE2,31,8,185,87
51,ADGRE3,23,24,117,88
51,ADGRE5,40,11,165,87
51,CLEC17A,6,4,95,68
51,DDX39A,13,9,61,50
51,DNAJB1,11,7,77,36
51,GIPC1,16,2,38,25
51,NDUFB7,4,2,39,25
51,PKN1,40,30,221,134
51,PTGER1,10,16,71,62
51,TECR,10,6,79,43
51,ZNF333,28,4,153,37
52,ADGRE2,23,13,154,116
52,ADGRE3,45,12,119,82
52,ADGRE5,37,19,137,101
52,CLEC17A,15,4,87,47
52,DDX39A,11,12,114,90
52,DNAJB1,12,9,76,40
52,GIPC1,9,10,51,29
52,NDUFB7,5,0,24,6
52,PKN1,23,14,200,119
52,PTGER1,11,4,66,36
52,TECR,10,17,48,76
52,ZNF333,15,7,138,77
53,ADGRE2,20,27,129,205
53,ADGRE3,23,7,104,43
53,ADGRE5,49,13,175,94
53,CLEC17A,7,10,78,73
53,DDX39A,20,4,103,44
53,DNAJB1,12,4,64,25
53,GIPC1,7,3,61,34
53,NDUFB7,2,1,16,6
53,PKN1,32,22,174,111
53,PTGER1,18,2,100,18
53,TECR,10,3,47,45
53,ZNF333,26,4,162,38
54,ADGRE2,20,14,111,105
54,ADGRE3,29,12,141,72
54,ADGRE5,38,6,150,73
54,CLEC17A,8,11,42,90
54,DDX39A,23,9,128,67
54,DNAJB1,7,6,50,48
54,GIPC1,8,11,44,56
54,NDUFB7,0,0,16,22
54,PKN1,33,12,231,116
54,PTGER1,9,9,60,48
54,TECR,19,5,76,47
54,ZNF333,33,9,161,84
55,ADGRE2,35,26,197,150
55,ADGRE3,25,10,101,56
55,ADGRE5,47,15,158,100
55,CLEC17A,14,0,87,21
55,DDX39A,23,10,111,52
55,DNAJB1,9,5,54,29
55,GIPC1,8,4,56,43
55,NDUFB7,5,5,34,14
55,PKN1,18,15,152,103
55,PTGER1,7,9,56,61
55,TECR,16,5,59,61
55,ZNF333,26,21,166,74
56,ADGRE2,32,27,143,147
56,ADGRE3,46,8,186,94
56,ADGRE5,51,12,162,71
56,CLEC17A,12,9,89,71
56,DDX39A,4,3,66,44
56,DNAJB1,6,3,89,19
56,GIPC1,15,7,67,31
56,NDUFB7,1,1,12,13
56,PKN1,15,12,117,103
56,PTGER1,16,16,70,94
56,TECR,23,12,66,91
56,ZNF333,29,9,219,64
57,ADGRE2,20,11,141,102
57,ADGRE3,63,11,149,58
57,ADGRE5,37,20,147,153
57,CLEC17A,15,9,70,24
57,DDX39A,27,10,132,44
57,DNAJB1,5,7,63,30
57,GIPC1,10,5,60,44
57,NDUFB7,3,2,13,13
57,PKN1,30,15,226,108
57,PTGER1,11,3,56,22
57,TECR,13,6,70,32
57,ZNF333,29,14,169,80
58,ADGRE2,17,19,115,134
58,ADGRE3,30,15,117,104
58,ADGRE5,26,11,99,91
58,CLEC17A,17,4,88,26
58,DDX39A,23,11,97,52
58,DNAJB1,5,6,62,57
58,GIPC1,14,5,92,13
58,NDUFB7,2,3,35,12
58,PKN1,26,25,155,175
58,PTGER1,10,9,73,50
58,TECR,23,2,43,21
58,ZNF333,31,9,178,57
59,ADGRE2,16,12,171,103
59,ADGRE3,38,13,97,68
59,ADGRE5,43,6,168,84
59,CLEC17A,11,5,78,62
59,DDX39A,20,8,78,53
59,DNAJB1,8,6,50,50
59,GIPC1,8,6,38,24
59,NDUFB7,8,3,33,7
59,PKN1,10,30,141,173
59,PTGER1,14,8,78,21
59,TECR,25,4,45,29
59,ZNF333,30,15,191,55
60,ADGRE2,27,25,157,171
60,ADGRE3,43,5,164,50
60,ADGRE5,35,20,145,125
60,CLEC17A,12,11,38,40
60,DDX39A,13,14,102,22
60,DNAJB1,13,8,75,41
60,GIPC1,10,3,80,22
60,NDUFB7,0,3,13,16
60,PKN1,32,20,180,151
60,PTGER1,9,7,76,41
60,TECR,14,5,56,45
60,ZNF333,40,18,222,76
61,ADGRE2,22,14,157,102
61,ADGRE3,29,15,91,98
61,ADGRE5,31,11,149,116
61,CLEC17A,11,10,64,52
61,DDX39A,14,0,59,23
61,DNAJB1,12,6,76,42
61,GIPC1,7,12,82,47
61,NDUFB7,9,3,59,8
61,PKN1,36,15,191,122
61,PTGER1,13,12,83,59
61,TECR,18,7,83,24
61,ZNF333,25,3,144,55
62,ADGRE2,28,14,143,80
62,ADGRE3,27,7,113,44
62,ADGRE5,41,13,188,129
62,CLEC17A,18,1,88,21
62,DDX39A,19,5,98,34
62,DNAJB1,14,9,82,40
62,GIPC1,8,4,46,44
62,NDUFB7,3,4,57,19
62,PKN1,30,20,223,157
62,PTGER1,7,18,86,82
62,TECR,11,3,55,19
62,ZNF333,18,11,162,75
63,ADGRE2,27,29,173,111
63,ADGRE3,27,9,102,62
63,ADGRE5,34,12,202,103
63,CLEC17A,8,3,68,18
63,DDX39A,8,4,63,53
63,DNAJB1,4,3,46,18
63,GIPC1,4,9,42,37
63,NDUFB7,1,1,21,17
63,PKN1,23,17,185,118
63,PTGER1,10,1,90,23
63,TECR,10,8,70,28
63,ZNF333,36,11,176,56
64,ADGRE2,34,40,154,201
64,ADGRE3,40,12,147,52
64,ADGRE5,36,8,200,77
64,CLEC17A,6,4,85,46
64,DDX39A,11,9,83,24
64,DNAJB1,4,5,36,59
64,GIPC1,9,0,54,18
64,NDUFB7,5,5,28,23
64,PKN1,32,29,142,123
64,PTGER1,4,10,67,38
64,TECR,12,7,85,38
64,ZNF333,28,11,123,33
65,ADGRE2,22,11,141,91
65,ADGRE3,47,14,161,96
65,ADGRE5,48,15,169,91
65,CLEC17A,11,2,53,30
65,DDX39A,13,10,96,61
65,DNAJB1,7,11,53,27
65,GIPC1,12,9,63,38
65,NDUFB7,3,5,28,31
65,PKN1,31,26,160,127
65,PTGER1,8,1,71,17
65,TECR,17,4,71,24
65,ZNF333,27,15,163,99
66,ADGRE2,22,13,131,98
66,ADGRE3,30,9,151,72
66,ADGRE5,53,27,148,135
66,CLEC17A,6,8,73,33
66,DDX39A,15,7,91,63
66,DNAJB1,13,4,47,39
66,GIPC1,9,13,63,47
66,NDUFB7,10,4,50,9
66,PKN1,30,21,191,99
66,PTGER1,17,9,96,70
66,TECR,11,2,53,45
66,ZNF333,16,10,172,84
67,ADGRE2,27,7,137,82
67,ADGRE3,28,18,119,98
67,ADGRE5,65,13,205,71
67,CLEC17A,10,3,69,13
67,DDX39A,9,12,99,48
67,DNAJB1,4,3,54,34
67,GIPC1,14,4,58,36
67,NDUFB7,5,6,16,25
67,PKN1,26,30,146,110
67,PTGER1,18,7,53,78
67,TECR,12,13,40,45
67,ZNF333,30,3,159,57
68,ADGRE2,29,25,177,153
68,ADGRE3,34,15,158,93
68,ADGRE5,37,9,155,125
68,CLEC17A,16,10,67,38
68,DDX39A,20,4,69,39
68,DNAJB1,6,3,46,25
68,GIPC1,7,1,45,17
68,NDUFB7,5,0,29,7
68,PKN1,34,17,204,108
68,PTGER1,6,3,52,28
68,TECR,11,10,82,65
68,ZNF333,13,12,137,59
69,ADGRE2,23,9,180,97
69,ADGRE3,46,12,145,98
69,ADGRE5,20,14,138,144
69,CLEC17A,11,11,87,49
69,DDX39A,6,6,48,47
69,DNAJB1,12,4,39,16
69,GIPC1,11,14,73,57
69,NDUFB7,1,2,24,20
69,PKN1,33,18,245,129
69,PTGER1,14,6,89,45
69,TECR,14,3,27,28
69,ZNF333,30,13,134,87
70,ADGRE2,30,14,205,113
70,ADGRE3,28,4,81,66
70,ADGRE5,49,19,153,102
70,CLEC17A,11,4,63,18
70,DDX39A,6,3,43,59
70,DNAJB1,13,8,73,37
70,GIPC1,2,11,56,50
70,NDUFB7,8,2,42,9
70,PKN1,22,16,184,87
70,PTGER1,8,10,76,71
70,TECR,23,7,74,36
70,ZNF333,30,5,165,61
71,ADGRE2,26,17,128,120
71,ADGRE3,38,11,138,74
71,ADGRE5,32,23,141,110
71,CLEC17A,10,12,83,52
71,DDX39A,13,15,79,45
71,DNAJB1,14,13,80,87
71,GIPC1,13,11,59,67
71,NDUFB7,2,3,10,19
71,PKN1,32,15,197,147
71,PTGER1,21,14,104,94
71,TECR,17,5,49,34
71,ZNF333,21,7,154,55
72,ADGRE2,27,25,140,95
72,ADGRE3,31,23,142,99
72,ADGRE5,55,7,206,91
72,CLEC17A,4,7,61,19
72,DDX39A,5,4,56,30
72,DNAJB1,7,4,57,30
