rep,gene,case_fun,case_syn,control_fun,control_syn,case_ratio,control_ratio,case_fun_w,control_fun_w,prox,prox_w
14,NDUFB7,1,2,11,13,0.5,0.846153846153846,0.545454545454545,7.5786641712481,0.677780041176854,1
14,PKN1,21,27,144,95,0.777777777777778,1.51578947368421,11.4545454545455,99.2116036963388,0.0358810588945167,0.0113989389429204
14,PTGER1,11,21,35,90,0.523809523809524,0.388888888888889,6,24.1139314539712,0.484516290490377,0.894460568131109
14,TECR,24,6,56,20,4,2.8,13.0909090909091,38.582290326354,0.489841872601134,0.853786788377884
14,ZNF333,24,8,141,31,3,4.54838709677419,13.0909090909091,97.1446952859984,0.370171354970421,0.194454199313134
15,ADGRE2,21,18,162,154,1.16666666666667,1.05194805194805,9.33333333333333,108.555334813603,0.760833620939759,0.41209570845527
15,ADGRE3,33,5,99,61,6.6,1.62295081967213,14.6666666666667,66.3393712749796,0.00177222219917291,0.0484770997728699
15,ADGRE5,34,24,114,124,1.41666666666667,0.919354838709677,15.1111111111111,76.390791165128,0.142284666049525,0.956994450954196
15,CLEC17A,8,13,62,51,0.615384615384615,1.2156862745098,3.55555555555556,41.5458688792801,0.156705359446089,0.088771427908196
15,DDX39A,12,6,87,30,2,2.9,5.33333333333333,58.2982353628608,0.500563733282587,0.193664475099267
15,DNAJB1,12,3,127,14,4,9.07142857142857,5.33333333333333,85.1020217365899,0.273956070552008,0.120677832140314
15,GIPC1,18,7,64,47,2.57142857142857,1.36170212765957,8,42.8860581979666,0.17761901775041,0.690264051065327
15,NDUFB7,5,2,14,14,2.5,1,2.22222222222222,9.38132523080519,0.300758578003731,0.686871374172751
15,PKN1,25,30,189,153,0.833333333333333,1.23529411764706,11.1111111111111,126.64789061587,0.176298228173164,0.0220971564107584
15,PTGER1,14,11,85,46,1.27272727272727,1.84782608695652,6.22222222222222,56.9580460441744,0.402436878949041,0.124122630117221
15,TECR,17,1,32,19,17,1.68421052631579,7.55555555555556,21.4430290989833,0.00466624731435558,0.0314553791029649
15,ZNF333,33,12,150,50,2.75,3,14.6666666666667,100.514198901484,0.817074162972779,0.262134709786944
16,ADGRE2,35,20,182,113,1.75,1.61061946902655,13.6999068033551,99.5388739946381,0.7848738417697,0.530681624567905
16,ADGRE3,37,14,121,64,2.64285714285714,1.890625,14.4827586206897,66.1769436997319,0.331248131790452,1
16,ADGRE5,37,15,126,105,2.46666666666667,1.2,14.4827586206897,68.911528150134,0.0259375523818569,0.387155637293465
16,CLEC17A,17,7,79,47,2.42857142857143,1.68085106382979,6.6542404473439,43.2064343163539,0.440697681401467,0.903631539376642
16,DDX39A,16,5,62,34,3.2,1.82352941176471,6.26281453867661,33.9088471849866,0.295604758522025,0.78615091550111
16,DNAJB1,11,5,66,36,2.2,1.83333333333333,4.30568499534017,36.0965147453083,0.750396029587721,0.765694293334569
16,GIPC1,10,3,59,31,3.33333333333333,1.90322580645161,3.91425908667288,32.2680965147453,0.402603996838312,0.751093099703087
16,NDUFB7,12,2,43,11,6,3.90909090909091,4.69711090400746,23.5174262734584,0.595990135926664,0.885898195634042
16,PKN1,21,9,153,100,2.33333333333333,1.53,8.21994408201305,83.6782841823056,0.303451742677202,0.925846160817512
16,PTGER1,15,11,60,76,1.36363636363636,0.789473684210526,5.87138863000932,32.8150134048257,0.203811202125668,0.680902353237651
16,TECR,13,2,76,12,6.5,6.33333333333333,5.08853681267474,41.5656836461126,0.974691212316164,0.714088540704318
