Case-Fun (O),Case-Syn (O),Control-Fun (O),Control-Syn (O),Control-Fun (E),Control-Syn (E),Control-Fun (O-E),Control-Syn (O-E),Ratio-Case,Ratio-Control,P-Value
641,290,1322,585,1282,580,40,5,2.21034482758621,2.25982905982906,0.797967662534264
691,392,1336,751,1382,784,-46,-33,1.76275510204082,1.77896138482024,0.906567227433675
676,270,1307,631,1352,540,-45,91,2.5037037037037,2.07131537242472,0.0281340007053816
677,321,1283,653,1354,642,-71,11,2.10903426791277,1.96477794793262,0.393140064797099
594,325,1235,667,1188,650,47,17,1.82769230769231,1.85157421289355,0.877319541767656
588,370,1296,738,1176,740,120,-2,1.58918918918919,1.75609756097561,0.217104946617017
651,308,1272,710,1302,616,-30,94,2.11363636363636,1.79154929577465,0.0469827911175464
609,281,1288,573,1218,562,70,11,2.16725978647687,2.2478184991274,0.678148106971233
602,356,1264,749,1204,712,60,37,1.69101123595506,1.68758344459279,0.980067389775652
645,305,1284,710,1290,610,-6,100,2.11475409836066,1.80845070422535,0.0608612627745923
630,350,1312,717,1260,700,52,17,1.8,1.82984658298466,0.839639815401356
710,347,1336,682,1420,694,-84,-12,2.04610951008646,1.95894428152493,0.589060306780234
672,311,1362,649,1344,622,18,27,2.16077170418006,2.09861325115562,0.726621338949107
671,297,1262,691,1342,594,-80,97,2.25925925925926,1.82633863965268,0.0111549524146069
682,293,1331,694,1364,586,-33,108,2.32764505119454,1.9178674351585,0.020672122492391
622,334,1389,697,1244,668,145,29,1.8622754491018,1.99282639885222,0.410349785862858
651,265,1238,662,1302,530,-64,132,2.45660377358491,1.87009063444109,0.00165222713461489
573,301,1237,707,1146,602,91,105,1.90365448504983,1.74964639321075,0.322312487836309
587,344,1232,681,1174,688,58,-7,1.70639534883721,1.80910425844347,0.481736789184333
633,341,1323,677,1266,682,57,-5,1.85630498533724,1.95420974889217,0.531792738813699
657,333,1311,660,1314,666,-3,-6,1.97297297297297,1.98636363636364,0.934647572810624
648,302,1295,686,1296,604,-1,82,2.14569536423841,1.88775510204082,0.127006691902508
668,418,1347,709,1336,836,11,-127,1.59808612440191,1.89985895627645,0.0263385557984544
619,371,1255,709,1238,742,17,-33,1.66846361185984,1.77009873060649,0.464266075037496
649,327,1316,638,1298,654,18,-16,1.98470948012232,2.06269592476489,0.643520558760721
683,319,1306,755,1366,638,-60,117,2.141065830721,1.72980132450331,0.00877957398297785
695,339,1333,685,1390,678,-57,7,2.05014749262537,1.94598540145985,0.520525740181447
607,344,1250,635,1214,688,36,-53,1.76453488372093,1.96850393700787,0.189514572000985
670,303,1379,630,1340,606,39,24,2.21122112211221,2.18888888888889,0.904126673122579
648,344,1279,638,1296,688,-17,-50,1.88372093023256,2.00470219435737,0.450763827321858
656,372,1372,736,1312,744,60,-8,1.76344086021505,1.86413043478261,0.48456740856828
636,331,1262,704,1272,662,-10,42,1.9214501510574,1.79261363636364,0.39959269870964
649,322,1438,725,1298,644,140,81,2.01552795031056,1.98344827586207,0.844789403617913
638,328,1334,637,1276,656,58,-19,1.94512195121951,2.09419152276295,0.375877603161408
625,302,1278,650,1250,604,28,46,2.06953642384106,1.96615384615385,0.546356776256787
722,349,1332,657,1444,698,-112,-41,2.06876790830946,2.02739726027397,0.802434112403655
652,362,1350,735,1304,724,46,11,1.80110497237569,1.83673469387755,0.806585738491754
659,374,1283,692,1318,748,-35,-56,1.7620320855615,1.85404624277457,0.525396880275005
598,356,1209,730,1196,712,13,18,1.67977528089888,1.65616438356164,0.862449642347475
692,368,1396,640,1384,736,12,-96,1.8804347826087,2.18125,0.06504447162234
688,370,1357,720,1376,740,-19,-20,1.85945945945946,1.88472222222222,0.86483522624735
625,384,1311,711,1250,768,61,-57,1.62760416666667,1.84388185654008,0.118675816245105
690,307,1279,675,1380,614,-101,61,2.24755700325733,1.89481481481481,0.0400973794060193
626,322,1273,719,1252,644,21,75,1.94409937888199,1.77051460361613,0.258601056638582
643,321,1228,683,1286,642,-58,41,2.00311526479751,1.79795021961933,0.193962299359184
654,329,1271,666,1308,658,-37,8,1.98784194528875,1.90840840840841,0.622122614940998
605,392,1342,717,1210,784,132,-67,1.54336734693878,1.87168758716876,0.0156795520619714
682,338,1330,717,1364,676,-34,41,2.01775147928994,1.85495118549512,0.298589715796072
705,389,1310,833,1410,778,-100,55,1.81233933161954,1.57262905162065,0.0653203016095741
678,389,1233,679,1356,778,-123,-99,1.74293059125964,1.8159057437408,0.606348038144238
584,335,1278,600,1168,670,110,-70,1.74328358208955,2.13,0.0181114846470924
652,356,1264,719,1304,712,-40,7,1.8314606741573,1.75799721835883,0.612045054687983
629,336,1314,775,1258,672,56,103,1.87202380952381,1.69548387096774,0.22248135668424
674,399,1309,670,1348,798,-39,-128,1.68922305764411,1.95373134328358,0.0661288503304309
691,324,1298,583,1382,648,-84,-65,2.13271604938272,2.22641509433962,0.608082764499836
655,319,1309,603,1310,638,-1,-35,2.05329153605016,2.17081260364842,0.508857421004982
645,279,1272,608,1290,558,-18,50,2.31182795698925,2.09210526315789,0.249787862491031
596,358,1255,691,1192,716,63,-25,1.66480446927374,1.81620839363242,0.288718249438568
687,368,1209,723,1374,736,-165,-13,1.86684782608696,1.67219917012448,0.167406949956742
667,383,1383,720,1334,766,49,-46,1.74151436031332,1.92083333333333,0.214722491404718
654,306,1262,689,1308,612,-46,77,2.13725490196078,1.83164005805515,0.065006619153054
680,343,1256,680,1360,686,-104,-6,1.98250728862974,1.84705882352941,0.385007989258524
627,360,1297,697,1254,720,43,-23,1.74166666666667,1.86083213773314,0.414973573132656
672,331,1289,654,1344,662,-55,-8,2.03021148036254,1.97094801223242,0.71953287514535
646,374,1348,690,1292,748,56,-58,1.72727272727273,1.9536231884058,0.124761731936614
672,324,1212,620,1344,648,-132,-28,2.07407407407407,1.95483870967742,0.479084797858907
618,336,1259,673,1236,672,23,1,1.83928571428571,1.87072808320951,0.838056624213997
654,360,1277,672,1308,720,-31,-48,1.81666666666667,1.90029761904762,0.579200010151858
617,337,1282,620,1234,674,48,-54,1.83086053412463,2.06774193548387,0.146080172016251
618,307,1299,643,1236,614,63,29,2.01302931596091,2.02021772939347,0.966495013749494
655,350,1271,678,1310,700,-39,-22,1.87142857142857,1.87463126843658,0.983265937225915
639,373,1281,737,1278,746,3,-9,1.71313672922252,1.73812754409769,0.856189449728898
