Singletons,Doubletons,MAC.3.5,MAC.6.10,MAC.11.20,MAC.21.MAF0.5,MAF0.5.1,rep,data
154,55,54,27,15,18,0,38,RAREsim synonymous-80%
165,57,55,28,16,16,1,39,RAREsim synonymous-80%
158,52,55,27,16,17,0,40,RAREsim synonymous-80%
164,59,62,26,15,16,0,41,RAREsim synonymous-80%
164,56,60,24,17,17,0,42,RAREsim synonymous-80%
166,61,55,26,14,18,0,43,RAREsim synonymous-80%
159,55,52,31,15,17,0,44,RAREsim synonymous-80%
170,60,58,30,13,16,0,45,RAREsim synonymous-80%
174,55,59,27,16,20,0,46,RAREsim synonymous-80%
157,52,59,28,15,17,0,47,RAREsim synonymous-80%
170,56,53,30,16,19,0,48,RAREsim synonymous-80%
166,56,55,22,14,17,0,49,RAREsim synonymous-80%
168,50,53,25,15,16,0,50,RAREsim synonymous-80%
161,52,57,25,14,15,0,51,RAREsim synonymous-80%
163,54,58,20,17,15,0,52,RAREsim synonymous-80%
164,52,53,25,14,17,0,53,RAREsim synonymous-80%
171,53,58,26,18,17,0,54,RAREsim synonymous-80%
172,49,58,26,15,18,0,55,RAREsim synonymous-80%
165,57,57,20,15,18,1,56,RAREsim synonymous-80%
159,59,60,25,9,18,0,57,RAREsim synonymous-80%
165,61,55,26,17,19,0,58,RAREsim synonymous-80%
157,52,58,31,14,15,0,59,RAREsim synonymous-80%
164,54,50,28,16,19,0,60,RAREsim synonymous-80%
167,57,45,28,14,17,0,61,RAREsim synonymous-80%
164,49,54,25,15,18,1,62,RAREsim synonymous-80%
167,57,63,28,15,16,0,63,RAREsim synonymous-80%
165,55,53,25,15,16,0,64,RAREsim synonymous-80%
156,57,58,27,18,18,0,65,RAREsim synonymous-80%
170,50,59,23,20,18,0,66,RAREsim synonymous-80%
161,56,57,27,18,21,0,67,RAREsim synonymous-80%
162,52,61,26,12,11,0,68,RAREsim synonymous-80%
162,57,48,26,21,14,1,69,RAREsim synonymous-80%
154,55,59,24,13,14,0,70,RAREsim synonymous-80%
163,59,58,30,12,16,1,71,RAREsim synonymous-80%
154,53,56,26,14,19,0,72,RAREsim synonymous-80%
167,60,53,25,13,18,0,73,RAREsim synonymous-80%
164,54,52,25,14,13,0,74,RAREsim synonymous-80%
175,57,57,26,16,18,0,75,RAREsim synonymous-80%
158,52,60,27,16,18,0,76,RAREsim synonymous-80%
160,56,54,27,15,17,0,77,RAREsim synonymous-80%
150,56,52,21,13,19,1,78,RAREsim synonymous-80%
160,56,56,27,13,14,0,79,RAREsim synonymous-80%
163,57,58,27,15,16,0,80,RAREsim synonymous-80%
169,59,55,27,17,13,0,81,RAREsim synonymous-80%
177,54,52,27,15,16,0,82,RAREsim synonymous-80%
170,47,50,24,11,15,0,83,RAREsim synonymous-80%
163,56,56,23,14,15,0,84,RAREsim synonymous-80%
160,53,57,23,10,14,1,85,RAREsim synonymous-80%
160,53,53,23,16,16,0,86,RAREsim synonymous-80%
170,54,58,27,15,16,0,87,RAREsim synonymous-80%
162,57,61,28,13,17,1,88,RAREsim synonymous-80%
153,61,57,24,13,15,0,89,RAREsim synonymous-80%
166,52,62,30,16,16,0,90,RAREsim synonymous-80%
166,53,51,28,18,18,0,91,RAREsim synonymous-80%
158,56,58,27,14,13,0,92,RAREsim synonymous-80%
180,59,59,29,12,16,0,93,RAREsim synonymous-80%
160,50,57,26,12,17,0,94,RAREsim synonymous-80%
162,57,52,22,14,16,0,95,RAREsim synonymous-80%
163,59,59,27,14,15,0,96,RAREsim synonymous-80%
165,53,55,24,16,17,0,97,RAREsim synonymous-80%
163,56,58,25,13,11,1,98,RAREsim synonymous-80%
162,55,53,25,16,16,1,99,RAREsim synonymous-80%
178,59,56,27,14,16,0,100,RAREsim synonymous-80%
