gene fun syn ratio
TECR 44 17 2.58823529411765
ZNF333 95 49 1.93877551020408
ADGRE2 113 63 1.79365079365079
ADGRE3 102 40 2.55
ADGRE5 133 56 2.375
CLEC17A 54 24 2.25
DDX39A 53 22 2.40909090909091
DNAJB1 39 23 1.69565217391304
GIPC1 44 22 2
NDUFB7 16 11 1.45454545454545
PKN1 132 76 1.73684210526316
PTGER1 55 32 1.71875
TECR 44 22 2
ZNF333 97 35 2.77142857142857
ADGRE2 115 49 2.3469387755102
ADGRE3 101 44 2.29545454545455
ADGRE5 127 57 2.2280701754386
CLEC17A 39 30 1.3
DDX39A 60 32 1.875
DNAJB1 64 23 2.78260869565217
GIPC1 50 21 2.38095238095238
NDUFB7 28 9 3.11111111111111
PKN1 118 64 1.84375
PTGER1 59 28 2.10714285714286
TECR 35 22 1.59090909090909
ZNF333 102 43 2.37209302325581
ADGRE2 133 71 1.87323943661972
ADGRE3 93 49 1.89795918367347
ADGRE5 126 49 2.57142857142857
CLEC17A 62 34 1.82352941176471
DDX39A 67 34 1.97058823529412
DNAJB1 44 9 4.88888888888889
GIPC1 48 19 2.52631578947368
NDUFB7 25 10 2.5
PKN1 128 63 2.03174603174603
PTGER1 68 36 1.88888888888889
TECR 44 15 2.93333333333333
ZNF333 87 38 2.28947368421053
ADGRE2 108 59 1.83050847457627
ADGRE3 93 48 1.9375
ADGRE5 157 53 2.9622641509434
CLEC17A 55 21 2.61904761904762
DDX39A 59 32 1.84375
DNAJB1 36 25 1.44
GIPC1 50 28 1.78571428571429
NDUFB7 22 11 2
PKN1 130 65 2
PTGER1 58 37 1.56756756756757
TECR 48 21 2.28571428571429
ZNF333 93 48 1.9375
ADGRE2 126 70 1.8
ADGRE3 98 43 2.27906976744186
ADGRE5 128 56 2.28571428571429
CLEC17A 55 29 1.89655172413793
DDX39A 67 30 2.23333333333333
DNAJB1 38 21 1.80952380952381
GIPC1 45 15 3
NDUFB7 25 17 1.47058823529412
PKN1 128 74 1.72972972972973
PTGER1 53 34 1.55882352941176
TECR 61 20 3.05
ZNF333 90 27 3.33333333333333
ADGRE2 121 70 1.72857142857143
ADGRE3 93 52 1.78846153846154
ADGRE5 122 59 2.06779661016949
CLEC17A 62 23 2.69565217391304
DDX39A 64 25 2.56
DNAJB1 42 18 2.33333333333333
GIPC1 37 27 1.37037037037037
NDUFB7 21 11 1.90909090909091
PKN1 142 65 2.18461538461538
PTGER1 48 31 1.54838709677419
TECR 38 23 1.65217391304348
ZNF333 92 42 2.19047619047619
ADGRE2 116 61 1.90163934426229
ADGRE3 101 45 2.24444444444444
ADGRE5 130 48 2.70833333333333
CLEC17A 65 26 2.5
DDX39A 63 25 2.52
DNAJB1 56 28 2
GIPC1 47 22 2.13636363636364
NDUFB7 15 9 1.66666666666667
PKN1 139 69 2.01449275362319
PTGER1 48 37 1.2972972972973
TECR 44 18 2.44444444444444
ZNF333 110 48 2.29166666666667
ADGRE2 120 74 1.62162162162162
ADGRE3 85 56 1.51785714285714
ADGRE5 120 59 2.03389830508475
CLEC17A 60 25 2.4
DDX39A 57 24 2.375
