gene fun syn ratio
NDUFB7 23 7 3.28571428571429
PKN1 155 76 2.03947368421053
PTGER1 61 30 2.03333333333333
TECR 29 24 1.20833333333333
ZNF333 95 37 2.56756756756757
ADGRE2 120 60 2
ADGRE3 92 45 2.04444444444444
ADGRE5 131 49 2.6734693877551
CLEC17A 55 17 3.23529411764706
DDX39A 74 36 2.05555555555556
DNAJB1 49 22 2.22727272727273
GIPC1 53 20 2.65
NDUFB7 16 15 1.06666666666667
PKN1 120 63 1.9047619047619
PTGER1 47 24 1.95833333333333
TECR 42 23 1.82608695652174
ZNF333 112 35 3.2
ADGRE2 131 48 2.72916666666667
ADGRE3 83 47 1.76595744680851
ADGRE5 126 69 1.82608695652174
CLEC17A 64 33 1.93939393939394
DDX39A 69 28 2.46428571428571
DNAJB1 44 18 2.44444444444444
GIPC1 42 28 1.5
NDUFB7 16 7 2.28571428571429
PKN1 128 56 2.28571428571429
PTGER1 64 24 2.66666666666667
TECR 40 21 1.9047619047619
ZNF333 91 41 2.21951219512195
ADGRE2 136 50 2.72
ADGRE3 99 34 2.91176470588235
ADGRE5 127 76 1.67105263157895
CLEC17A 57 18 3.16666666666667
DDX39A 55 32 1.71875
DNAJB1 45 29 1.55172413793103
GIPC1 47 12 3.91666666666667
NDUFB7 21 14 1.5
PKN1 129 71 1.8169014084507
PTGER1 53 31 1.70967741935484
TECR 40 13 3.07692307692308
ZNF333 97 61 1.59016393442623
ADGRE2 142 68 2.08823529411765
ADGRE3 98 36 2.72222222222222
ADGRE5 143 59 2.42372881355932
CLEC17A 56 27 2.07407407407407
DDX39A 59 25 2.36
DNAJB1 41 32 1.28125
GIPC1 51 31 1.64516129032258
NDUFB7 9 8 1.125
PKN1 133 71 1.87323943661972
PTGER1 58 27 2.14814814814815
TECR 48 18 2.66666666666667
ZNF333 85 50 1.7
ADGRE2 121 57 2.12280701754386
ADGRE3 100 50 2
ADGRE5 120 60 2
CLEC17A 57 29 1.96551724137931
DDX39A 77 37 2.08108108108108
DNAJB1 53 20 2.65
GIPC1 38 23 1.65217391304348
NDUFB7 26 9 2.88888888888889
PKN1 109 55 1.98181818181818
PTGER1 59 37 1.59459459459459
TECR 42 21 2
ZNF333 108 40 2.7
ADGRE2 133 62 2.14516129032258
ADGRE3 102 52 1.96153846153846
ADGRE5 114 55 2.07272727272727
CLEC17A 59 34 1.73529411764706
DDX39A 69 25 2.76
DNAJB1 44 11 4
GIPC1 46 29 1.58620689655172
NDUFB7 18 12 1.5
PKN1 142 64 2.21875
PTGER1 67 32 2.09375
TECR 44 25 1.76
ZNF333 92 40 2.3
ADGRE2 114 59 1.93220338983051
ADGRE3 81 39 2.07692307692308
ADGRE5 138 56 2.46428571428571
CLEC17A 54 24 2.25
DDX39A 65 26 2.5
DNAJB1 42 19 2.21052631578947
GIPC1 54 20 2.7
NDUFB7 14 14 1
PKN1 136 62 2.19354838709677
PTGER1 49 27 1.81481481481481
TECR 53 27 1.96296296296296
ZNF333 109 39 2.79487179487179
ADGRE2 121 61 1.98360655737705
ADGRE3 97 52 1.86538461538462
ADGRE5 131 71 1.84507042253521
CLEC17A 58 21 2.76190476190476
DDX39A 65 29 2.24137931034483
DNAJB1 43 18 2.38888888888889
GIPC1 46 21 2.19047619047619
NDUFB7 26 10 2.6
PKN1 123 63 1.95238095238095
PTGER1 56 40 1.4
TECR 54 24 2.25
ZNF333 87 23 3.78260869565217
ADGRE2 120 54 2.22222222222222
ADGRE3 102 39 2.61538461538462
ADGRE5 128 59 2.16949152542373
CLEC17A 59 23 2.56521739130435
DDX39A 65 27 2.40740740740741
DNAJB1 50 13 3.84615384615385
GIPC1 43 29 1.48275862068966
NDUFB7 18 12 1.5
PKN1 156 68 2.29411764705882
PTGER1 51 33 1.54545454545455
TECR 40 29 1.37931034482759
ZNF333 96 40 2.4
ADGRE2 123 52 2.36538461538462
ADGRE3 108 56 1.92857142857143
ADGRE5 122 59 2.06779661016949
CLEC17A 64 25 2.56
DDX39A 51 22 2.31818181818182
DNAJB1 55 26 2.11538461538462
GIPC1 49 30 1.63333333333333
NDUFB7 10 9 1.11111111111111
PKN1 135 61 2.21311475409836
PTGER1 43 31 1.38709677419355
TECR 48 19 2.52631578947368
ZNF333 110 42 2.61904761904762
ADGRE2 123 76 1.61842105263158
ADGRE3 94 49 1.91836734693878
ADGRE5 123 50 2.46
CLEC17A 49 28 1.75
DDX39A 61 29 2.10344827586207
DNAJB1 55 25 2.2
GIPC1 42 28 1.5
NDUFB7 17 10 1.7
PKN1 138 64 2.15625
PTGER1 53 31 1.70967741935484
TECR 54 22 2.45454545454545
ZNF333 102 33 3.09090909090909
ADGRE2 118 49 2.40816326530612
ADGRE3 106 56 1.89285714285714
ADGRE5 130 64 2.03125
CLEC17A 54 26 2.07692307692308
DDX39A 57 29 1.96551724137931
DNAJB1 47 24 1.95833333333333
GIPC1 43 25 1.72
NDUFB7 10 8 1.25
PKN1 141 60 2.35
PTGER1 57 27 2.11111111111111
TECR 45 28 1.60714285714286
ZNF333 103 30 3.43333333333333
ADGRE2 129 57 2.26315789473684
ADGRE3 87 58 1.5
ADGRE5 129 64 2.015625
CLEC17A 49 28 1.75
DDX39A 53 21 2.52380952380952
DNAJB1 46 15 3.06666666666667
GIPC1 48 23 2.08695652173913
NDUFB7 22 11 2
PKN1 128 69 1.85507246376812
PTGER1 61 34 1.79411764705882
TECR 50 19 2.63157894736842
ZNF333 103 36 2.86111111111111
ADGRE2 129 65 1.98461538461538
ADGRE3 102 51 2
ADGRE5 102 50 2.04
CLEC17A 69 25 2.76
DDX39A 53 25 2.12
DNAJB1 55 27 2.03703703703704
GIPC1 38 22 1.72727272727273
NDUFB7 16 12 1.33333333333333
PKN1 147 67 2.19402985074627
PTGER1 49 33 1.48484848484848
TECR 37 18 2.05555555555556
ZNF333 106 44 2.40909090909091
ADGRE2 135 63 2.14285714285714
ADGRE3 109 51 2.13725490196078
ADGRE5 111 45 2.46666666666667
CLEC17A 52 25 2.08
DDX39A 61 21 2.9047619047619
DNAJB1 48 20 2.4
GIPC1 51 24 2.125
NDUFB7 20 14 1.42857142857143
PKN1 145 72 2.01388888888889
PTGER1 45 27 1.66666666666667
TECR 57 18 3.16666666666667
ZNF333 105 38 2.76315789473684
ADGRE2 122 63 1.93650793650794
ADGRE3 91 44 2.06818181818182
ADGRE5 121 60 2.01666666666667
CLEC17A 52 21 2.47619047619048
DDX39A 59 26 2.26923076923077
DNAJB1 54 16 3.375
GIPC1 53 22 2.40909090909091
NDUFB7 20 16 1.25
PKN1 125 74 1.68918918918919
PTGER1 54 42 1.28571428571429
TECR 36 24 1.5
ZNF333 114 42 2.71428571428571
ADGRE2 121 56 2.16071428571429
ADGRE3 111 46 2.41304347826087
ADGRE5 127 61 2.08196721311475
CLEC17A 50 27 1.85185185185185
DDX39A 53 20 2.65
DNAJB1 50 23 2.17391304347826
GIPC1 43 25 1.72
NDUFB7 21 10 2.1
PKN1 137 72 1.90277777777778
PTGER1 62 29 2.13793103448276
TECR 40 17 2.35294117647059
ZNF333 88 44 2
ADGRE2 145 65 2.23076923076923
ADGRE3 89 43 2.06976744186047
ADGRE5 109 57 1.91228070175439
CLEC17A 62 30 2.06666666666667
DDX39A 71 25 2.84
DNAJB1 46 22 2.09090909090909
GIPC1 43 20 2.15
NDUFB7 22 9 2.44444444444444
PKN1 149 58 2.56896551724138
PTGER1 53 40 1.325
TECR 42 18 2.33333333333333
ZNF333 91 41 2.21951219512195
ADGRE2 113 53 2.13207547169811
ADGRE3 95 46 2.06521739130435
ADGRE5 137 53 2.58490566037736
CLEC17A 63 33 1.90909090909091
DDX39A 67 33 2.03030303030303
DNAJB1 51 21 2.42857142857143
GIPC1 51 16 3.1875
NDUFB7 13 13 1
PKN1 146 64 2.28125
PTGER1 50 32 1.5625
TECR 38 26 1.46153846153846
ZNF333 105 39 2.69230769230769
ADGRE2 112 52 2.15384615384615
ADGRE3 95 59 1.61016949152542
ADGRE5 110 44 2.5
CLEC17A 64 14 4.57142857142857
DDX39A 52 23 2.26086956521739
DNAJB1 56 22 2.54545454545455
GIPC1 45 29 1.55172413793103
NDUFB7 23 6 3.83333333333333
PKN1 164 76 2.15789473684211
PTGER1 62 26 2.38461538461538
TECR 42 23 1.82608695652174
ZNF333 102 39 2.61538461538462
ADGRE2 129 63 2.04761904761905
ADGRE3 116 55 2.10909090909091
ADGRE5 131 51 2.56862745098039
CLEC17A 54 20 2.7
DDX39A 48 28 1.71428571428571
DNAJB1 36 26 1.38461538461538
GIPC1 48 22 2.18181818181818
NDUFB7 23 10 2.3
PKN1 146 71 2.05633802816901
PTGER1 58 36 1.61111111111111
TECR 39 18 2.16666666666667
ZNF333 100 48 2.08333333333333
ADGRE2 118 52 2.26923076923077
ADGRE3 80 54 1.48148148148148
ADGRE5 134 55 2.43636363636364
CLEC17A 56 28 2
DDX39A 64 23 2.78260869565217
DNAJB1 44 19 2.31578947368421
GIPC1 49 27 1.81481481481481
NDUFB7 26 8 3.25
PKN1 135 75 1.8
PTGER1 65 28 2.32142857142857
TECR 40 28 1.42857142857143
ZNF333 99 46 2.15217391304348
ADGRE2 121 59 2.05084745762712
ADGRE3 97 52 1.86538461538462
ADGRE5 130 52 2.5
CLEC17A 69 27 2.55555555555556
DDX39A 50 23 2.17391304347826
DNAJB1 49 25 1.96
GIPC1 43 29 1.48275862068966
NDUFB7 18 8 2.25
PKN1 135 75 1.8
PTGER1 51 34 1.5
TECR 43 21 2.04761904761905
ZNF333 123 31 3.96774193548387
ADGRE2 126 68 1.85294117647059
ADGRE3 92 39 2.35897435897436
ADGRE5 137 49 2.79591836734694
CLEC17A 57 24 2.375
DDX39A 51 24 2.125
DNAJB1 52 20 2.6
GIPC1 40 22 1.81818181818182
NDUFB7 30 19 1.57894736842105
PKN1 146 71 2.05633802816901
PTGER1 57 26 2.19230769230769
TECR 60 24 2.5
ZNF333 95 40 2.375
ADGRE2 113 48 2.35416666666667
ADGRE3 94 38 2.47368421052632
ADGRE5 124 55 2.25454545454545
CLEC17A 59 31 1.90322580645161
DDX39A 66 31 2.12903225806452
DNAJB1 53 24 2.20833333333333
GIPC1 51 32 1.59375
NDUFB7 20 5 4
PKN1 110 66 1.66666666666667
PTGER1 61 24 2.54166666666667
TECR 46 23 2
ZNF333 105 37 2.83783783783784
ADGRE2 120 60 2
ADGRE3 97 38 2.55263157894737
ADGRE5 138 53 2.60377358490566
CLEC17A 70 23 3.04347826086957
DDX39A 67 25 2.68
DNAJB1 52 27 1.92592592592593
GIPC1 40 23 1.73913043478261
NDUFB7 24 10 2.4
PKN1 118 82 1.4390243902439
PTGER1 57 29 1.96551724137931
TECR 35 22 1.59090909090909
ZNF333 120 38 3.15789473684211
ADGRE2 118 58 2.03448275862069
ADGRE3 83 50 1.66
ADGRE5 126 58 2.17241379310345
CLEC17A 63 26 2.42307692307692
DDX39A 60 23 2.60869565217391
DNAJB1 50 24 2.08333333333333
GIPC1 60 18 3.33333333333333
NDUFB7 18 9 2
PKN1 138 62 2.2258064516129
PTGER1 48 31 1.54838709677419
TECR 43 19 2.26315789473684
ZNF333 100 35 2.85714285714286
ADGRE2 127 53 2.39622641509434
ADGRE3 90 51 1.76470588235294
ADGRE5 122 52 2.34615384615385
CLEC17A 64 27 2.37037037037037
DDX39A 61 21 2.9047619047619
DNAJB1 47 20 2.35
GIPC1 46 26 1.76923076923077
NDUFB7 17 13 1.30769230769231
PKN1 143 71 2.01408450704225
PTGER1 53 35 1.51428571428571
TECR 34 22 1.54545454545455
ZNF333 113 46 2.45652173913043
ADGRE2 129 47 2.74468085106383
ADGRE3 87 46 1.89130434782609
ADGRE5 130 50 2.6
CLEC17A 54 31 1.74193548387097
DDX39A 54 35 1.54285714285714
DNAJB1 51 28 1.82142857142857
GIPC1 51 20 2.55
NDUFB7 22 8 2.75
PKN1 132 82 1.60975609756098
PTGER1 54 22 2.45454545454545
TECR 47 27 1.74074074074074
ZNF333 110 42 2.61904761904762
ADGRE2 111 53 2.09433962264151
ADGRE3 88 57 1.54385964912281
ADGRE5 129 51 2.52941176470588
CLEC17A 58 26 2.23076923076923
DDX39A 60 30 2
DNAJB1 44 22 2
GIPC1 51 22 2.31818181818182
NDUFB7 27 8 3.375
PKN1 148 73 2.02739726027397
PTGER1 42 29 1.44827586206897
TECR 41 24 1.70833333333333
ZNF333 94 33 2.84848484848485
ADGRE2 134 50 2.68
ADGRE3 96 49 1.95918367346939
ADGRE5 131 70 1.87142857142857
CLEC17A 56 22 2.54545454545455
DDX39A 70 23 3.04347826086957
DNAJB1 48 26 1.84615384615385
GIPC1 48 18 2.66666666666667
NDUFB7 22 10 2.2
PKN1 127 85 1.49411764705882
PTGER1 57 30 1.9
TECR 41 24 1.70833333333333
ZNF333 100 42 2.38095238095238
ADGRE2 118 64 1.84375
ADGRE3 100 55 1.81818181818182
ADGRE5 116 41 2.82926829268293
CLEC17A 56 27 2.07407407407407
DDX39A 53 26 2.03846153846154
DNAJB1 53 31 1.70967741935484
GIPC1 52 27 1.92592592592593
NDUFB7 20 11 1.81818181818182
PKN1 138 64 2.15625
PTGER1 56 33 1.6969696969697
TECR 35 21 1.66666666666667
ZNF333 102 37 2.75675675675676
ADGRE2 136 61 2.22950819672131
ADGRE3 95 41 2.31707317073171
ADGRE5 115 52 2.21153846153846
CLEC17A 64 26 2.46153846153846
DDX39A 53 30 1.76666666666667
DNAJB1 48 24 2
GIPC1 48 29 1.6551724137931
NDUFB7 15 11 1.36363636363636
PKN1 129 76 1.69736842105263
PTGER1 49 31 1.58064516129032
TECR 41 24 1.70833333333333
ZNF333 107 38 2.81578947368421
ADGRE2 128 63 2.03174603174603
ADGRE3 85 45 1.88888888888889
ADGRE5 161 63 2.55555555555556
CLEC17A 43 29 1.48275862068966
DDX39A 61 30 2.03333333333333
DNAJB1 53 20 2.65
GIPC1 42 28 1.5
NDUFB7 25 12 2.08333333333333
PKN1 133 70 1.9
PTGER1 54 33 1.63636363636364
TECR 38 29 1.31034482758621
ZNF333 86 37 2.32432432432432
ADGRE2 118 64 1.84375
ADGRE3 92 38 2.42105263157895
ADGRE5 124 50 2.48
CLEC17A 64 18 3.55555555555556
DDX39A 73 26 2.80769230769231
DNAJB1 51 19 2.68421052631579
GIPC1 48 22 2.18181818181818
NDUFB7 18 7 2.57142857142857
PKN1 132 66 2
PTGER1 40 30 1.33333333333333
TECR 35 32 1.09375
ZNF333 105 31 3.38709677419355
ADGRE2 132 51 2.58823529411765
ADGRE3 89 44 2.02272727272727
ADGRE5 130 56 2.32142857142857
CLEC17A 41 32 1.28125
DDX39A 61 28 2.17857142857143
DNAJB1 61 24 2.54166666666667
GIPC1 40 21 1.9047619047619
NDUFB7 29 11 2.63636363636364
PKN1 124 67 1.85074626865672
PTGER1 73 35 2.08571428571429
TECR 38 15 2.53333333333333
ZNF333 89 45 1.97777777777778
ADGRE2 133 58 2.29310344827586
ADGRE3 104 39 2.66666666666667
ADGRE5 99 51 1.94117647058824
CLEC17A 51 18 2.83333333333333
DDX39A 70 33 2.12121212121212
DNAJB1 53 19 2.78947368421053
GIPC1 50 27 1.85185185185185
NDUFB7 24 3 8
PKN1 121 82 1.47560975609756
PTGER1 58 35 1.65714285714286
TECR 56 22 2.54545454545455
ZNF333 89 33 2.6969696969697
ADGRE2 131 53 2.47169811320755
ADGRE3 99 50 1.98
ADGRE5 119 51 2.33333333333333
CLEC17A 51 22 2.31818181818182
DDX39A 54 34 1.58823529411765
DNAJB1 59 29 2.03448275862069
GIPC1 48 23 2.08695652173913
NDUFB7 18 10 1.8
PKN1 137 74 1.85135135135135
PTGER1 50 25 2
TECR 47 21 2.23809523809524
ZNF333 88 49 1.79591836734694
ADGRE2 118 55 2.14545454545455
ADGRE3 89 42 2.11904761904762
ADGRE5 118 58 2.03448275862069
CLEC17A 54 22 2.45454545454545
DDX39A 52 28 1.85714285714286
DNAJB1 45 19 2.36842105263158
GIPC1 50 14 3.57142857142857
NDUFB7 22 11 2
PKN1 135 79 1.70886075949367
PTGER1 44 42 1.04761904761905
TECR 37 26 1.42307692307692
ZNF333 121 38 3.18421052631579
ADGRE2 132 60 2.2
ADGRE3 89 44 2.02272727272727
ADGRE5 125 66 1.89393939393939
CLEC17A 56 28 2
DDX39A 65 26 2.5
DNAJB1 43 19 2.26315789473684
GIPC1 53 29 1.82758620689655
NDUFB7 24 10 2.4
PKN1 147 66 2.22727272727273
PTGER1 60 22 2.72727272727273
TECR 39 23 1.69565217391304
ZNF333 94 41 2.29268292682927
ADGRE2 108 65 1.66153846153846
ADGRE3 94 52 1.80769230769231
ADGRE5 131 72 1.81944444444444
CLEC17A 65 16 4.0625
DDX39A 49 35 1.4
DNAJB1 39 17 2.29411764705882
GIPC1 46 20 2.3
NDUFB7 15 13 1.15384615384615
PKN1 139 61 2.27868852459016
PTGER1 58 28 2.07142857142857
TECR 42 21 2
ZNF333 100 42 2.38095238095238
ADGRE2 122 41 2.97560975609756
ADGRE3 85 44 1.93181818181818
ADGRE5 129 63 2.04761904761905
CLEC17A 58 25 2.32
DDX39A 54 27 2
DNAJB1 61 32 1.90625
GIPC1 41 23 1.78260869565217
NDUFB7 21 10 2.1
PKN1 136 74 1.83783783783784
PTGER1 58 33 1.75757575757576
TECR 44 18 2.44444444444444
ZNF333 106 47 2.25531914893617
ADGRE2 130 55 2.36363636363636
ADGRE3 84 42 2
ADGRE5 129 66 1.95454545454545
CLEC17A 58 25 2.32
DDX39A 74 28 2.64285714285714
DNAJB1 40 20 2
GIPC1 54 33 1.63636363636364
NDUFB7 23 13 1.76923076923077
PKN1 124 71 1.74647887323944
PTGER1 44 32 1.375
TECR 48 19 2.52631578947368
ZNF333 80 38 2.10526315789474
ADGRE2 131 59 2.22033898305085
ADGRE3 109 56 1.94642857142857
ADGRE5 126 61 2.0655737704918
CLEC17A 53 22 2.40909090909091
DDX39A 53 31 1.70967741935484
DNAJB1 56 21 2.66666666666667
GIPC1 44 21 2.0952380952381
NDUFB7 17 8 2.125
PKN1 123 60 2.05
PTGER1 60 30 2
TECR 38 30 1.26666666666667
ZNF333 103 37 2.78378378378378
ADGRE2 129 52 2.48076923076923
ADGRE3 90 48 1.875
ADGRE5 133 74 1.7972972972973
CLEC17A 71 16 4.4375
DDX39A 72 31 2.32258064516129
DNAJB1 48 23 2.08695652173913
GIPC1 45 31 1.45161290322581
NDUFB7 16 10 1.6
PKN1 152 64 2.375
PTGER1 51 29 1.75862068965517
TECR 38 21 1.80952380952381
ZNF333 85 31 2.74193548387097
ADGRE2 115 65 1.76923076923077
ADGRE3 101 45 2.24444444444444
ADGRE5 123 71 1.73239436619718
CLEC17A 57 19 3
DDX39A 75 30 2.5
DNAJB1 39 23 1.69565217391304
GIPC1 49 26 1.88461538461538
NDUFB7 14 12 1.16666666666667
PKN1 135 66 2.04545454545455
PTGER1 48 26 1.84615384615385
TECR 40 16 2.5
ZNF333 98 31 3.16129032258065
ADGRE2 121 52 2.32692307692308
ADGRE3 79 51 1.54901960784314
ADGRE5 123 59 2.08474576271186
CLEC17A 41 27 1.51851851851852
DDX39A 55 25 2.2
DNAJB1 52 29 1.79310344827586
GIPC1 41 16 2.5625
NDUFB7 28 10 2.8
PKN1 147 64 2.296875
PTGER1 49 38 1.28947368421053
TECR 56 21 2.66666666666667
ZNF333 112 36 3.11111111111111
ADGRE2 114 57 2
ADGRE3 104 42 2.47619047619048
ADGRE5 118 61 1.9344262295082
CLEC17A 59 24 2.45833333333333
DDX39A 67 25 2.68
DNAJB1 41 21 1.95238095238095
GIPC1 43 24 1.79166666666667
NDUFB7 29 9 3.22222222222222
PKN1 137 63 2.17460317460317
PTGER1 62 32 1.9375
TECR 39 27 1.44444444444444
ZNF333 95 40 2.375
ADGRE2 139 52 2.67307692307692
ADGRE3 98 52 1.88461538461538
ADGRE5 123 53 2.32075471698113
CLEC17A 41 36 1.13888888888889
DDX39A 67 25 2.68
DNAJB1 49 19 2.57894736842105
GIPC1 57 23 2.47826086956522
NDUFB7 15 13 1.15384615384615
PKN1 124 69 1.79710144927536
PTGER1 55 35 1.57142857142857
TECR 46 24 1.91666666666667
ZNF333 95 32 2.96875
ADGRE2 126 64 1.96875
ADGRE3 99 43 2.30232558139535
ADGRE5 141 60 2.35
CLEC17A 54 21 2.57142857142857
DDX39A 64 34 1.88235294117647
DNAJB1 52 23 2.26086956521739
GIPC1 47 24 1.95833333333333
NDUFB7 24 8 3
PKN1 138 60 2.3
PTGER1 59 33 1.78787878787879
TECR 41 22 1.86363636363636
ZNF333 108 38 2.84210526315789
ADGRE2 134 54 2.48148148148148
ADGRE3 81 49 1.6530612244898
ADGRE5 105 51 2.05882352941176
CLEC17A 56 33 1.6969696969697
DDX39A 55 24 2.29166666666667
DNAJB1 52 26 2
GIPC1 54 23 2.34782608695652
NDUFB7 13 14 0.928571428571429
PKN1 139 65 2.13846153846154
PTGER1 59 34 1.73529411764706
TECR 48 15 3.2
ZNF333 110 39 2.82051282051282
ADGRE2 133 63 2.11111111111111
ADGRE3 101 45 2.24444444444444
ADGRE5 111 65 1.70769230769231
CLEC17A 60 27 2.22222222222222
DDX39A 53 26 2.03846153846154
DNAJB1 50 29 1.72413793103448
GIPC1 48 31 1.54838709677419
NDUFB7 15 7 2.14285714285714
PKN1 118 82 1.4390243902439
PTGER1 60 24 2.5
TECR 46 20 2.3
ZNF333 105 43 2.44186046511628
ADGRE2 129 69 1.8695652173913
ADGRE3 75 50 1.5
ADGRE5 127 48 2.64583333333333
CLEC17A 41 28 1.46428571428571
DDX39A 57 33 1.72727272727273
DNAJB1 55 24 2.29166666666667
GIPC1 41 22 1.86363636363636
NDUFB7 20 10 2
PKN1 143 57 2.50877192982456
PTGER1 62 32 1.9375
TECR 51 23 2.21739130434783
ZNF333 99 49 2.02040816326531
ADGRE2 127 64 1.984375
ADGRE3 112 45 2.48888888888889
ADGRE5 132 62 2.12903225806452
CLEC17A 52 21 2.47619047619048
DDX39A 55 26 2.11538461538462
DNAJB1 54 14 3.85714285714286
GIPC1 51 24 2.125
NDUFB7 17 13 1.30769230769231
PKN1 148 82 1.80487804878049
PTGER1 37 27 1.37037037037037
TECR 45 19 2.36842105263158
ZNF333 96 45 2.13333333333333
ADGRE2 136 55 2.47272727272727
ADGRE3 98 39 2.51282051282051
ADGRE5 138 66 2.09090909090909
CLEC17A 56 25 2.24
DDX39A 72 35 2.05714285714286
DNAJB1 50 24 2.08333333333333
GIPC1 46 25 1.84
NDUFB7 14 15 0.933333333333333
PKN1 124 74 1.67567567567568
PTGER1 59 22 2.68181818181818
TECR 45 23 1.95652173913043
ZNF333 87 41 2.1219512195122
ADGRE2 133 74 1.7972972972973
ADGRE3 102 39 2.61538461538462
ADGRE5 139 53 2.62264150943396
CLEC17A 53 24 2.20833333333333
DDX39A 54 30 1.8
DNAJB1 56 20 2.8
GIPC1 52 21 2.47619047619048
NDUFB7 11 7 1.57142857142857
PKN1 127 61 2.08196721311475
PTGER1 59 19 3.10526315789474
TECR 43 19 2.26315789473684
ZNF333 97 40 2.425
ADGRE2 121 56 2.16071428571429
ADGRE3 95 47 2.02127659574468
ADGRE5 128 42 3.04761904761905
CLEC17A 57 24 2.375
DDX39A 66 25 2.64
DNAJB1 55 21 2.61904761904762
GIPC1 41 24 1.70833333333333
NDUFB7 21 14 1.5
PKN1 142 83 1.71084337349398
PTGER1 50 29 1.72413793103448
TECR 44 16 2.75
ZNF333 94 41 2.29268292682927
ADGRE2 117 52 2.25
ADGRE3 84 43 1.95348837209302
ADGRE5 115 54 2.12962962962963
CLEC17A 49 26 1.88461538461538
DDX39A 89 32 2.78125
DNAJB1 45 17 2.64705882352941
GIPC1 62 28 2.21428571428571
NDUFB7 15 7 2.14285714285714
PKN1 141 66 2.13636363636364
PTGER1 52 27 1.92592592592593
TECR 37 22 1.68181818181818
ZNF333 105 40 2.625
ADGRE2 130 55 2.36363636363636
ADGRE3 83 35 2.37142857142857
ADGRE5 131 49 2.6734693877551
CLEC17A 63 26 2.42307692307692
DDX39A 57 29 1.96551724137931
DNAJB1 48 14 3.42857142857143
GIPC1 41 24 1.70833333333333
NDUFB7 13 9 1.44444444444444
PKN1 137 71 1.92957746478873
PTGER1 55 25 2.2
TECR 49 25 1.96
ZNF333 88 40 2.2
ADGRE2 138 63 2.19047619047619
ADGRE3 94 49 1.91836734693878
ADGRE5 130 47 2.76595744680851
CLEC17A 55 26 2.11538461538462
DDX39A 50 33 1.51515151515152
DNAJB1 45 28 1.60714285714286
GIPC1 48 22 2.18181818181818
NDUFB7 15 7 2.14285714285714
PKN1 144 62 2.32258064516129
PTGER1 46 24 1.91666666666667
TECR 50 30 1.66666666666667
ZNF333 98 49 2
ADGRE2 125 66 1.89393939393939
ADGRE3 121 41 2.95121951219512
ADGRE5 140 60 2.33333333333333
CLEC17A 69 27 2.55555555555556
DDX39A 50 26 1.92307692307692
DNAJB1 47 19 2.47368421052632
GIPC1 46 15 3.06666666666667
NDUFB7 16 12 1.33333333333333
