iecat_p_syn skat_int_p_syn skat_ext_p_syn skat_all_p_syn
0.757333123126215 0.501479979382553 0.777135527234471 1
0.100970286210385 0.195441057668135 0.832818558115313 0.560370658407789
0.694545133251423 0.469900285048747 0.280136642224433 0.364697000985061
0.2124158564805 0.40634518945178 0.551665532806766 0.290176099274613
0.934001084976718 0.589612900548546 0.366868950204637 0.225558924708643
0.628504016423711 0.537453676484813 1 0.813905284693331
0.842649210629013 0.740005618588943 0.758386139612002 0.742214409795188
0.789185980577975 0.708230298042989 0.489576272607427 0.741236717281767
1 0.900424222217977 0.638618748517039 1
0.160699009086013 0.170440240497225 0.915870149050257 0.743786602411839
0.678968393829199 1 0.48639223167568 0.664456767086353
0.414330686599094 0.500304627758035 0.144962720008738 0.259155596348307
0.437890695751198 0.495437065166604 0.408042658132172 0.285311275497153
0.496777509520298 0.85658250557819 0.32864466730125 0.386247520772073
0.212261854385864 0.157697136292207 0.503568036305163 0.46634701282221
0.145451375622132 0.317931638876763 0.0793156059621024 0.0394136746387387
0.850288675644866 0.82149372200196 1 0.812708433592284
1 1 0.543652850632526 0.705883077777941
0.680756618199694 0.518863824817112 0.789023889912447 0.678065502469071
0.246138020761287 0.401630057930092 0.52238327263048 0.426260438836307
0.848052461080534 0.932104684283191 0.700924007695543 0.747745302863131
0.782476975576028 0.910003749609554 0.171821565242062 0.304234018786543
0.271869004222443 0.114143702882577 0.638694351705738 0.154366134359791
0.179998151238409 0.0854998984347899 0.580912148176505 0.580706286684911
0.633171510923955 0.857868557218464 0.216899857868943 0.169477436551258
0.715131131816768 0.931516452183204 0.500378117265843 0.64903159434862
0.187378549032354 0.577805972138158 0.335945532221852 0.36237163221814
1 1 0.788855151061558 0.758502435589377
0.49793442470212 0.383438973959455 0.787978659694628 0.216616006201673
0.804994039134103 0.874635885761993 0.0739463103016619 0.123679908505269
0.029789525229731 0.0516154008100288 0.375220787147237 0.257618720003933
0.352935058440439 0.404832897960074 0.102518225175757 0.182648210911341
0.281805601903319 0.291779314836484 0.400000818301141 0.217701910574654
0.659752019502662 0.685649581489182 0.464925652683495 0.707847230294288
0.151041932540372 0.581030964404546 0.127183227087433 0.209013457178625
0.641596730081732 0.699870975927 0.923087103292704 0.914460179272245
0.7292380986726 0.731894850019488 0.517925341168808 0.437289519776707
0.0218318545324038 0.0505673757462276 0.275802929102292 0.214923371749385
0.671879210719934 0.531442967131984 0.932004507262507 0.79099424245596
0.80245904634157 0.854059427375465 0.916785526744227 0.875886298416662
0.499074233803811 0.516716775741601 0.560446246593872 0.695199810054152
0.2718899634865 0.620455507240153 0.0484315079308738 0.0884022192918011
1 1 0.109591054860181 0.293349044255525
0.0623438649242986 0.119107511935993 0.144746043604054 0.248040861623381
0.407224214396565 0.844005637772607 0.152347049584865 0.349806976399476
0.302276733747269 0.398486883616163 0.766092139017177 0.895249327779778
0.731999122990076 0.684407498022637 0.560543266021092 0.749059564526127
0.640803604429856 0.38185489012974 0.775769189648215 0.844504078425327
0.201749641569013 0.498462698031512 0.0689445658028042 0.215235000247969
1 1 0.565687160749662 0.664289104634105
0.26118242094085 0.566255316204005 0.71642487651155 0.570788260199378
0.0615218559657036 0.15984694063955 0.199230907048636 0.0895121760518572
0.276674658840858 0.477957159481868 0.0152284785623716 0.00732025874048337
0.182580862705409 0.386646746209235 0.551516130637048 0.288118418314016
0.364567847944804 0.466741026959226 0.924314357707327 0.746231895501892
0.254499509316565 0.647922649696784 0.130605834883818 0.355379298852978
0.794828017933185 0.618553588803496 1 0.784319329799501
0.162886971860758 0.134013615905445 0.789240581107442 0.593156494453989
0.126983266296585 0.135002381480094 0.834497366559366 0.807738130978574
0.642451458878765 0.487530303288989 0.623258775748634 0.45880765060015
0.249916251022294 0.364441683949446 0.625705609672512 0.586443420846342
0.359169932385239 0.396609865756937 0.911861801906339 1
0.717965840795615 0.742361738180333 0.779381662571787 0.67788062805374
0.110300399156896 0.0866018598791446 0.926270385292017 0.932669201121443
0.433171790174429 0.792170573706192 0.327925432950907 0.490629626422252
0.204979708133915 0.233348315375409 0.581766839044055 0.676068616768861
0.773349717984642 0.655182065669583 0.809935292784892 0.677443748464073
